Section,Township,Township Direction,Range,Range Direction,Baseline,Easting,Northing,API
23.0,2.0,2.0,1.0,2.0,2.0,588922.7828,4460231.339,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588922.7828,4460231.339,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588922.7828,4460231.339,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588922.7828,4460231.339,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588904.3422,4461035.519,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588885.6717,4461838.685,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588885.6717,4461838.685,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588885.6717,4461838.685,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588885.6717,4461838.685,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,588079.793,4461819.095,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,587275.3587,4461799.54,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,587275.3587,4461799.54,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,587275.3587,4461799.54,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,587275.3587,4461799.54,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,587294.0012,4460995.06,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,587313.7766,4460190.692,4304756623.0
23.0,2.0,2.0,1.0,2.0,2.0,587313.7766,4460190.692,4304756623.0
29.0,2.0,2.0,3.0,2.0,2.0,563204.6824,4458255.955,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,563204.6824,4458255.955,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564811.6905,4458278.169,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564811.6905,4458278.169,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564811.6905,4458278.169,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564811.6905,4458278.169,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564811.6905,4458278.169,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564811.6905,4458278.169,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564794.3992,4459894.138,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564794.3992,4459894.138,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564794.3992,4459894.138,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564794.3992,4459894.138,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,564794.3992,4459894.138,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,563197.4172,4459871.049,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,563197.4172,4459871.049,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,563197.4172,4459871.049,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,563197.4172,4459871.049,4301354086.0
29.0,2.0,2.0,3.0,2.0,2.0,563204.6837,4458255.948,4301354086.0
