Section,Township,Township Direction,Range,Range Direction,Baseline,Easting,Northing,API
27.0,3.0,2.0,4.0,2.0,2.0,558491.1581,4449314.051,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,558487.2614,4450109.841,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,558487.2614,4450109.841,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,558487.2614,4450109.841,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,558084.7793,4450110.288,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,557680.1209,4450110.025,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,556873.3972,4450113.06,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,556873.3972,4450113.06,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,556873.3972,4450113.06,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,556873.3972,4450113.06,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,556872.2156,4449313.976,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,556872.2156,4449313.976,4301354136.0
27.0,3.0,2.0,4.0,2.0,2.0,556871.6977,4448510.843,4301354136.0
22.0,2.0,2.0,3.0,2.0,2.0,566405.0759,4459921.616,4301353789.0
