,Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation
884,13,2,2,3,2,2,East-Up2,0.0,0,0,0.0,0,T,1322322East-Up2
885,13,2,2,3,2,2,East-Up1,2629.31,0,12,40.0,3,T,1322322East-Up1
886,13,2,2,3,2,2,East-Down1,2650.73,0,11,20.0,3,T,1322322East-Down1
887,13,2,2,3,2,2,East-Down2,0.0,0,0,0.0,0,T,1322322East-Down2
888,13,2,2,3,2,2,North-Left2,0.0,0,0,0.0,0,T,1322322North-Left2
889,13,2,2,3,2,2,North-Left1,2624.36,89,55,31.0,2,T,1322322North-Left1
890,13,2,2,3,2,2,North-Right1,1312.38,89,55,26.0,3,T,1322322North-Right1
891,13,2,2,3,2,2,North-Right2,1312.06,89,54,15.0,2,T,1322322North-Right2
892,13,2,2,3,2,2,South-Left2,1312.46,89,47,39.0,1,T,1322322South-Left2
893,13,2,2,3,2,2,South-Left1,1312.47,89,47,22.0,1,T,1322322South-Left1
894,13,2,2,3,2,2,South-Right1,2624.64,89,48,36.0,1,T,1322322South-Right1
895,13,2,2,3,2,2,South-Right2,0.0,0,0,0.0,0,T,1322322South-Right2
896,13,3,2,5,2,2,West-Up2,1321.26,0,5,4.0,4,T,1332522West-Up2
897,13,3,2,5,2,2,West-Up1,1321.26,0,5,4.0,4,T,1332522West-Up1
898,13,3,2,5,2,2,West-Down1,1324.36,0,32,34.0,4,T,1332522West-Down1
899,13,3,2,5,2,2,West-Down2,1324.36,0,32,34.0,4,T,1332522West-Down2
900,13,3,2,5,2,2,East-Up2,1317.035,0,5,42.0,4,T,1332522East-Up2
901,13,3,2,5,2,2,East-Up1,1317.035,0,5,42.0,4,T,1332522East-Up1
902,13,3,2,5,2,2,East-Down1,1322.31,0,5,42.0,4,T,1332522East-Down1
903,13,3,2,5,2,2,East-Down2,1322.31,0,5,42.0,4,T,1332522East-Down2
904,13,3,2,5,2,2,North-Left2,1324.785,89,44,35.0,3,T,1332522North-Left2
905,13,3,2,5,2,2,North-Left1,1324.785,89,44,35.0,3,T,1332522North-Left1
906,13,3,2,5,2,2,North-Right1,1324.78,89,46,42.0,3,T,1332522North-Right1
907,13,3,2,5,2,2,North-Right2,1324.78,89,46,42.0,3,T,1332522North-Right2
908,13,3,2,5,2,2,South-Left2,1319.74,89,37,30.0,3,T,1332522South-Left2
909,13,3,2,5,2,2,South-Left1,1319.74,89,37,30.0,3,T,1332522South-Left1
910,13,3,2,5,2,2,South-Right1,1319.74,89,37,30.0,3,T,1332522South-Right1
911,13,3,2,5,2,2,South-Right2,1319.74,89,37,30.0,3,T,1332522South-Right2
912,13,3,2,4,2,2,West-Up2,1321.23,0,4,20.0,1,T,1332422West-Up2
913,13,3,2,4,2,2,West-Up1,1321.23,0,4,20.0,1,T,1332422West-Up1
914,13,3,2,4,2,2,West-Down1,1324.3,0,31,56.0,1,T,1332422West-Down1
915,13,3,2,4,2,2,West-Down2,1324.3,0,31,56.0,1,T,1332422West-Down2
916,13,3,2,4,2,2,East-Up2,1316.995,0,4,55.0,4,T,1332422East-Up2
917,13,3,2,4,2,2,East-Up1,1316.995,0,4,55.0,4,T,1332422East-Up1
918,13,3,2,4,2,2,East-Down1,1322.295,0,5,0.0,4,T,1332422East-Down1
919,13,3,2,4,2,2,East-Down2,1322.295,0,5,0.0,4,T,1332422East-Down2
920,13,3,2,4,2,2,North-Left2,1324.765,89,45,16.0,2,T,1332422North-Left2
921,13,3,2,4,2,2,North-Left1,1324.765,89,45,16.0,2,T,1332422North-Left1
922,13,3,2,4,2,2,North-Right1,1324.74,89,47,31.0,2,T,1332422North-Right1
923,13,3,2,4,2,2,North-Right2,1324.74,89,47,31.0,2,T,1332422North-Right2
924,13,3,2,4,2,2,South-Left2,1319.6875,89,38,17.0,2,T,1332422South-Left2
925,13,3,2,4,2,2,South-Left1,1319.6875,89,38,17.0,2,T,1332422South-Left1
926,13,3,2,4,2,2,South-Right1,1319.6875,89,38,17.0,2,T,1332422South-Right1
927,13,3,2,4,2,2,South-Right2,1319.6875,89,38,17.0,2,T,1332422South-Right2
928,14,7,2,20,1,1,West-Up2,1331.63,1,36,19.0,4,G,14722011West-Up2
929,14,7,2,20,1,1,West-Up1,1331.54,1,36,19.0,4,G,14722011West-Up1
930,14,7,2,20,1,1,West-Down1,1335.095,1,34,31.0,4,G,14722011West-Down1
931,14,7,2,20,1,1,West-Down2,1335.095,1,34,31.0,4,G,14722011West-Down2
932,14,7,2,20,1,1,East-Up2,1322.98,0,34,35.0,4,G,14722011East-Up2
933,14,7,2,20,1,1,East-Up1,1326.92,0,33,46.0,4,G,14722011East-Up1
934,14,7,2,20,1,1,East-Down1,1328.24,2,34,32.0,4,G,14722011East-Down1
935,14,7,2,20,1,1,East-Down2,1331.91,2,37,53.0,4,G,14722011East-Down2
936,14,7,2,20,1,1,North-Left2,1354.0,88,26,6.0,3,G,14722011North-Left2
937,14,7,2,20,1,1,North-Left1,1332.18,88,21,25.0,3,G,14722011North-Left1
938,14,7,2,20,1,1,North-Right1,1294.75,88,59,51.0,3,G,14722011North-Right1
939,14,7,2,20,1,1,North-Right2,1349.78,88,35,19.0,3,G,14722011North-Right2
940,14,7,2,20,1,1,South-Left2,1332.67,88,7,53.0,3,G,14722011South-Left2
941,14,7,2,20,1,1,South-Left1,1332.67,88,7,53.0,3,G,14722011South-Left1
942,14,7,2,20,1,1,South-Right1,1332.585,88,31,54.0,3,G,14722011South-Right1
943,14,7,2,20,1,1,South-Right2,1332.585,88,31,54.0,3,G,14722011South-Right2
944,14,2,2,3,2,2,West-Up2,1316.97,0,13,58.0,3,T,1422322West-Up2
945,14,2,2,3,2,2,West-Up1,1316.97,0,13,58.0,3,T,1422322West-Up1
946,14,2,2,3,2,2,West-Down1,1316.97,0,13,58.0,3,T,1422322West-Down1
947,14,2,2,3,2,2,West-Down2,1316.97,0,13,58.0,3,T,1422322West-Down2
948,14,2,2,3,2,2,East-Up2,1313.67,0,12,44.0,3,T,1422322East-Up2
949,14,2,2,3,2,2,East-Up1,1313.53,0,12,18.0,3,T,1422322East-Up1
950,14,2,2,3,2,2,East-Down1,1313.55,0,12,25.0,3,T,1422322East-Down1
951,14,2,2,3,2,2,East-Down2,1313.69,0,12,40.0,3,T,1422322East-Down2
952,14,2,2,3,2,2,North-Left2,1321.0025,89,49,43.0,3,T,1422322North-Left2
953,14,2,2,3,2,2,North-Left1,1321.0025,89,49,43.0,3,T,1422322North-Left1
954,14,2,2,3,2,2,North-Right1,1321.0025,89,49,43.0,3,T,1422322North-Right1
955,14,2,2,3,2,2,North-Right2,1321.0025,89,49,43.0,3,T,1422322North-Right2
956,14,2,2,3,2,2,South-Left2,1320.395,89,56,28.0,4,T,1422322South-Left2
957,14,2,2,3,2,2,South-Left1,1320.395,89,56,28.0,4,T,1422322South-Left1
958,14,2,2,3,2,2,South-Right1,1322.815,89,18,29.0,3,T,1422322South-Right1
959,14,2,2,3,2,2,South-Right2,1322.815,89,18,29.0,3,T,1422322South-Right2
960,14,3,2,4,2,2,West-Up2,1318.955,0,6,29.0,1,T,1432422West-Up2
961,14,3,2,4,2,2,West-Up1,1318.955,0,6,29.0,1,T,1432422West-Up1
962,14,3,2,4,2,2,West-Down1,1319.775,0,5,40.0,3,T,1432422West-Down1
963,14,3,2,4,2,2,West-Down2,1319.775,0,5,40.0,3,T,1432422West-Down2
964,14,3,2,4,2,2,East-Up2,1321.23,0,4,20.0,1,T,1432422East-Up2
965,14,3,2,4,2,2,East-Up1,1321.23,0,4,20.0,1,T,1432422East-Up1
966,14,3,2,4,2,2,East-Down1,1324.3,0,31,56.0,1,T,1432422East-Down1
967,14,3,2,4,2,2,East-Down2,1324.3,0,31,56.0,1,T,1432422East-Down2
968,14,3,2,4,2,2,North-Left2,1305.03,89,38,23.0,2,T,1432422North-Left2
969,14,3,2,4,2,2,North-Left1,1305.03,89,38,23.0,2,T,1432422North-Left1
970,14,3,2,4,2,2,North-Right1,1319.845,89,43,5.0,2,T,1432422North-Right1
971,14,3,2,4,2,2,North-Right2,1319.845,89,43,5.0,2,T,1432422North-Right2
972,14,3,2,4,2,2,South-Left2,1313.93,89,54,35.0,2,T,1432422South-Left2
973,14,3,2,4,2,2,South-Left1,1317.65,89,47,41.0,2,T,1432422South-Left1
974,14,3,2,4,2,2,South-Right1,1322.715,89,48,8.0,2,T,1432422South-Right1
975,14,3,2,4,2,2,South-Right2,1322.715,89,48,8.0,2,T,1432422South-Right2
976,15,20,2,21,1,1,West-Up2,1320.48,0,0,42.0,2,T,152022111West-Up2
977,15,20,2,21,1,1,West-Up1,1320.48,0,0,42.0,2,T,152022111West-Up1
978,15,20,2,21,1,1,West-Down1,1320.77,0,0,55.0,2,T,152022111West-Down1
979,15,20,2,21,1,1,West-Down2,1320.77,0,0,55.0,2,T,152022111West-Down2
980,15,20,2,21,1,1,East-Up2,1318.645,0,1,43.0,2,T,152022111East-Up2
981,15,20,2,21,1,1,East-Up1,1318.645,0,1,43.0,2,T,152022111East-Up1
982,15,20,2,21,1,1,East-Down1,1319.41,0,1,10.0,2,T,152022111East-Down1
983,15,20,2,21,1,1,East-Down2,1319.41,0,1,10.0,2,T,152022111East-Down2
984,15,20,2,21,1,1,North-Left2,1322.95,89,51,17.0,4,T,152022111North-Left2
985,15,20,2,21,1,1,North-Left1,1322.95,89,51,17.0,4,T,152022111North-Left1
986,15,20,2,21,1,1,North-Right1,1320.52,89,55,26.0,4,T,152022111North-Right1
987,15,20,2,21,1,1,North-Right2,1320.52,89,55,26.0,4,T,152022111North-Right2
988,15,20,2,21,1,1,South-Left2,1321.395,89,59,43.0,4,T,152022111South-Left2
989,15,20,2,21,1,1,South-Left1,1321.395,89,59,43.0,4,T,152022111South-Left1
990,15,20,2,21,1,1,South-Right1,1321.58,89,55,18.0,4,T,152022111South-Right1
991,15,20,2,21,1,1,South-Right2,1321.58,89,55,18.0,4,T,152022111South-Right2
992,15,2,2,1,2,2,West-Up2,1319.975,0,20,57.0,4,T,1522122West-Up2
993,15,2,2,1,2,2,West-Up1,1319.975,0,20,57.0,4,T,1522122West-Up1
994,15,2,2,1,2,2,West-Down1,1320.23,0,20,19.0,4,T,1522122West-Down1
995,15,2,2,1,2,2,West-Down2,1320.23,0,20,19.0,4,T,1522122West-Down2
996,15,2,2,1,2,2,East-Up2,1320.935,0,12,24.0,4,T,1522122East-Up2
997,15,2,2,1,2,2,East-Up1,1320.935,0,12,24.0,4,T,1522122East-Up1
998,15,2,2,1,2,2,East-Down1,1320.9,0,12,21.0,1,T,1522122East-Down1
999,15,2,2,1,2,2,East-Down2,1320.9,0,12,21.0,1,T,1522122East-Down2
1000,15,2,2,1,2,2,North-Left2,1325.14,89,34,53.0,3,T,1522122North-Left2
1001,15,2,2,1,2,2,North-Left1,1325.14,89,34,53.0,3,T,1522122North-Left1
1002,15,2,2,1,2,2,North-Right1,1325.14,89,34,53.0,3,T,1522122North-Right1
1003,15,2,2,1,2,2,North-Right2,1325.14,89,34,53.0,3,T,1522122North-Right2
1004,15,2,2,1,2,2,South-Left2,1321.965,89,36,59.0,3,T,1522122South-Left2
1005,15,2,2,1,2,2,South-Left1,1321.965,89,36,59.0,3,T,1522122South-Left1
1006,15,2,2,1,2,2,South-Right1,1321.965,89,36,59.0,3,T,1522122South-Right1
1007,15,2,2,1,2,2,South-Right2,1321.965,89,36,59.0,3,T,1522122South-Right2
1008,15,2,2,3,2,2,West-Up2,1316.04,0,26,33.0,4,T,1522322West-Up2
1009,15,2,2,3,2,2,West-Up1,1316.04,0,26,33.0,4,T,1522322West-Up1
1010,15,2,2,3,2,2,West-Down1,1313.605,0,26,33.0,4,T,1522322West-Down1
1011,15,2,2,3,2,2,West-Down2,1313.605,0,26,33.0,4,T,1522322West-Down2
1012,15,2,2,3,2,2,East-Up2,1316.97,0,16,58.0,3,T,1522322East-Up2
1013,15,2,2,3,2,2,East-Up1,1316.97,0,16,58.0,3,T,1522322East-Up1
1014,15,2,2,3,2,2,East-Down1,1316.97,0,16,58.0,3,T,1522322East-Down1
1015,15,2,2,3,2,2,East-Down2,1316.97,0,16,58.0,3,T,1522322East-Down2
1016,15,2,2,3,2,2,North-Left2,1340.9775,89,50,13.0,4,T,1522322North-Left2
1017,15,2,2,3,2,2,North-Left1,1340.9775,89,50,13.0,4,T,1522322North-Left1
1018,15,2,2,3,2,2,North-Right1,1340.9775,89,50,13.0,4,T,1522322North-Right1
1019,15,2,2,3,2,2,North-Right2,1340.9775,89,50,13.0,4,T,1522322North-Right2
1020,15,2,2,3,2,2,South-Left2,1325.48,89,44,27.0,4,T,1522322South-Left2
1021,15,2,2,3,2,2,South-Left1,1325.48,89,44,27.0,4,T,1522322South-Left1
1022,15,2,2,3,2,2,South-Right1,1325.48,89,44,27.0,4,T,1522322South-Right1
1023,15,2,2,3,2,2,South-Right2,1325.48,89,44,27.0,4,T,1522322South-Right2
1024,15,3,2,1,2,2,West-Up2,0.0,0,0,0.0,0,T,1532122West-Up2
1025,15,3,2,1,2,2,West-Up1,3962.15,0,56,5.0,4,T,1532122West-Up1
1026,15,3,2,1,2,2,West-Down1,1319.57,0,53,50.0,4,T,1532122West-Down1
1027,15,3,2,1,2,2,West-Down2,0.0,0,0,0.0,0,T,1532122West-Down2
1028,15,3,2,1,2,2,East-Up2,0.0,0,0,0.0,0,T,1532122East-Up2
1029,15,3,2,1,2,2,East-Up1,2639.36,0,57,2.0,1,T,1532122East-Up1
1030,15,3,2,1,2,2,East-Down1,2640.22,0,57,15.0,1,T,1532122East-Down1
1031,15,3,2,1,2,2,East-Down2,0.0,0,0,0.0,0,T,1532122East-Down2
1032,15,3,2,1,2,2,North-Left2,0.0,0,0,0.0,0,T,1532122North-Left2
1033,15,3,2,1,2,2,North-Left1,2639.55,88,56,0.0,3,T,1532122North-Left1
1034,15,3,2,1,2,2,North-Right1,1319.84,88,55,22.0,3,T,1532122North-Right1
1035,15,3,2,1,2,2,North-Right2,1319.74,88,55,57.0,3,T,1532122North-Right2
1036,15,3,2,1,2,2,South-Left2,0.0,0,0,0.0,0,T,1532122South-Left2
1037,15,3,2,1,2,2,South-Left1,5281.62,88,54,26.0,3,T,1532122South-Left1
1038,15,3,2,1,2,2,South-Right1,0.0,0,0,0.0,0,T,1532122South-Right1
1039,15,3,2,1,2,2,South-Right2,0.0,0,0,0.0,0,T,1532122South-Right2
1040,15,3,2,5,2,2,West-Up2,1321.235,0,9,53.0,4,T,1532522West-Up2
1041,15,3,2,5,2,2,West-Up1,1321.235,0,9,53.0,4,T,1532522West-Up1
1042,15,3,2,5,2,2,West-Down1,1322.065,0,6,17.0,4,T,1532522West-Down1
1043,15,3,2,5,2,2,West-Down2,1322.065,0,6,17.0,4,T,1532522West-Down2
1044,15,3,2,5,2,2,East-Up2,1318.975,0,11,35.0,4,T,1532522East-Up2
1045,15,3,2,5,2,2,East-Up1,1318.975,0,11,35.0,4,T,1532522East-Up1
1046,15,3,2,5,2,2,East-Down1,1319.79,0,0,34.0,2,T,1532522East-Down1
1047,15,3,2,5,2,2,East-Down2,1319.79,0,0,34.0,2,T,1532522East-Down2
1048,15,3,2,5,2,2,North-Left2,1308.875,89,47,16.0,2,T,1532522North-Left2
1049,15,3,2,5,2,2,North-Left1,1308.875,89,47,16.0,2,T,1532522North-Left1
1050,15,3,2,5,2,2,North-Right1,1318.81,89,27,57.0,4,T,1532522North-Right1
1051,15,3,2,5,2,2,North-Right2,1318.81,89,27,57.0,4,T,1532522North-Right2
1052,15,3,2,5,2,2,South-Left2,1312.8125,89,56,11.0,1,T,1532522South-Left2
1053,15,3,2,5,2,2,South-Left1,1312.8125,89,56,11.0,1,T,1532522South-Left1
1054,15,3,2,5,2,2,South-Right1,1312.8125,89,56,11.0,1,T,1532522South-Right1
1055,15,3,2,5,2,2,South-Right2,1312.8125,89,56,11.0,1,T,1532522South-Right2
1056,15,3,2,1,1,2,West-Up2,1320.3,0,39,59.0,4,G,1532112West-Up2
1057,15,3,2,1,1,2,West-Up1,1320.3,0,39,59.0,4,G,1532112West-Up1
1058,15,3,2,1,1,2,West-Down1,1326.79,1,14,46.0,4,G,1532112West-Down1
1059,15,3,2,1,1,2,West-Down2,1326.79,1,14,46.0,4,G,1532112West-Down2
1060,15,3,2,1,1,2,East-Up2,1326.48,0,51,30.0,4,G,1532112East-Up2
1061,15,3,2,1,1,2,East-Up1,1326.76,1,27,7.0,4,G,1532112East-Up1
1062,15,3,2,1,1,2,East-Down1,1326.74,1,9,20.0,4,G,1532112East-Down1
1063,15,3,2,1,1,2,East-Down2,1318.56,1,25,15.0,4,G,1532112East-Down2
1064,15,3,2,1,1,2,North-Left2,1323.0,88,45,43.0,3,G,1532112North-Left2
1065,15,3,2,1,1,2,North-Left1,1315.39,89,24,30.0,3,G,1532112North-Left1
1066,15,3,2,1,1,2,North-Right1,1326.71,89,26,49.0,3,G,1532112North-Right1
1067,15,3,2,1,1,2,North-Right2,1327.53,88,41,35.0,3,G,1532112North-Right2
1068,15,3,2,1,1,2,South-Left2,1309.42,89,21,1.0,2,G,1532112South-Left2
1069,15,3,2,1,1,2,South-Left1,1326.33,89,14,46.0,2,G,1532112South-Left1
1070,15,3,2,1,1,2,South-Right1,1340.63,88,57,8.0,2,G,1532112South-Right1
1071,15,3,2,1,1,2,South-Right2,1340.63,88,57,8.0,2,G,1532112South-Right2
1072,15,9,2,22,1,1,West-Up2,1315.62,0,4,57.0,4,T,15922211West-Up2
1073,15,9,2,22,1,1,West-Up1,1315.62,0,4,57.0,4,T,15922211West-Up1
1074,15,9,2,22,1,1,West-Down1,1330.665,0,2,17.0,4,T,15922211West-Down1
1075,15,9,2,22,1,1,West-Down2,1330.665,0,2,17.0,4,T,15922211West-Down2
1076,15,9,2,22,1,1,East-Up2,1326.745,0,0,12.0,2,T,15922211East-Up2
1077,15,9,2,22,1,1,East-Up1,1326.745,0,0,12.0,2,T,15922211East-Up1
1078,15,9,2,22,1,1,East-Down1,1323.49,0,4,28.0,4,T,15922211East-Down1
1079,15,9,2,22,1,1,East-Down2,1323.49,0,4,28.0,4,T,15922211East-Down2
1080,15,9,2,22,1,1,North-Left2,1319.82,89,50,50.0,3,T,15922211North-Left2
1081,15,9,2,22,1,1,North-Left1,1319.82,89,50,50.0,3,T,15922211North-Left1
1082,15,9,2,22,1,1,North-Right1,1324.585,89,48,31.0,4,T,15922211North-Right1
1083,15,9,2,22,1,1,North-Right2,1324.585,89,48,31.0,4,T,15922211North-Right2
1084,15,9,2,22,1,1,South-Left2,1317.99,89,57,59.0,4,T,15922211South-Left2
1085,15,9,2,22,1,1,South-Left1,1317.99,89,57,59.0,4,T,15922211South-Left1
1086,15,9,2,22,1,1,South-Right1,1325.27,89,48,26.0,4,T,15922211South-Right1
1087,15,9,2,22,1,1,South-Right2,1325.27,89,48,26.0,4,T,15922211South-Right2
1088,16,7,2,20,1,1,West-Up2,1314.41,1,48,48.0,4,G,16722011West-Up2
1089,16,7,2,20,1,1,West-Up1,1314.41,1,48,48.0,4,G,16722011West-Up1
1090,16,7,2,20,1,1,West-Down1,1332.57,1,30,29.0,4,G,16722011West-Down1
1091,16,7,2,20,1,1,West-Down2,1286.38,1,41,46.0,4,G,16722011West-Down2
1092,16,7,2,20,1,1,East-Up2,1278.835,1,45,15.0,4,G,16722011East-Up2
1093,16,7,2,20,1,1,East-Up1,1278.835,1,45,15.0,4,G,16722011East-Up1
1094,16,7,2,20,1,1,East-Down1,1315.055,1,54,58.0,4,G,16722011East-Down1
1095,16,7,2,20,1,1,East-Down2,1315.055,1,54,58.0,4,G,16722011East-Down2
1096,16,7,2,20,1,1,North-Left2,1331.82,88,19,28.0,3,G,16722011North-Left2
1097,16,7,2,20,1,1,North-Left1,1331.82,88,19,28.0,3,G,16722011North-Left1
1098,16,7,2,20,1,1,North-Right1,1330.125,89,4,56.0,3,G,16722011North-Right1
1099,16,7,2,20,1,1,North-Right2,1330.125,89,4,56.0,3,G,16722011North-Right2
1100,16,7,2,20,1,1,South-Left2,1334.505,88,4,28.0,3,G,16722011South-Left2
1101,16,7,2,20,1,1,South-Left1,1334.505,88,4,28.0,3,G,16722011South-Left1
1102,16,7,2,20,1,1,South-Right1,1333.185,88,2,28.0,3,G,16722011South-Right1
1103,16,7,2,20,1,1,South-Right2,1333.185,88,2,28.0,3,G,16722011South-Right2
1104,16,2,2,1,2,2,West-Up2,1323.585,0,20,41.0,4,T,1622122West-Up2
1105,16,2,2,1,2,2,West-Up1,1323.585,0,20,41.0,4,T,1622122West-Up1
1106,16,2,2,1,2,2,West-Down1,1321.31,0,27,53.0,4,T,1622122West-Down1
1107,16,2,2,1,2,2,West-Down2,1321.28,0,27,38.0,4,T,1622122West-Down2
1108,16,2,2,1,2,2,East-Up2,1319.975,0,20,57.0,4,T,1622122East-Up2
1109,16,2,2,1,2,2,East-Up1,1319.975,0,20,57.0,4,T,1622122East-Up1
1110,16,2,2,1,2,2,East-Down1,1320.23,0,20,19.0,4,T,1622122East-Down1
1111,16,2,2,1,2,2,East-Down2,1320.23,0,20,19.0,4,T,1622122East-Down2
1112,16,2,2,1,2,2,North-Left2,1327.67,89,26,56.0,3,T,1622122North-Left2
1113,16,2,2,1,2,2,North-Left1,1319.83,89,55,4.0,3,T,1622122North-Left1
1114,16,2,2,1,2,2,North-Right1,1319.6,89,58,48.0,3,T,1622122North-Right1
1115,16,2,2,1,2,2,North-Right2,1319.6,89,58,48.0,3,T,1622122North-Right2
1116,16,2,2,1,2,2,South-Left2,1320.175,89,43,53.0,3,T,1622122South-Left2
1117,16,2,2,1,2,2,South-Left1,1320.175,89,43,53.0,3,T,1622122South-Left1
1118,16,2,2,1,2,2,South-Right1,1320.395,89,43,41.0,3,T,1622122South-Right1
1119,16,2,2,1,2,2,South-Right2,1320.395,89,43,41.0,3,T,1622122South-Right2
1120,16,2,2,3,2,2,West-Up2,1317.705,0,2,47.0,3,T,1622322West-Up2
1121,16,2,2,3,2,2,West-Up1,1317.705,0,2,47.0,3,T,1622322West-Up1
1122,16,2,2,3,2,2,West-Down1,1317.705,0,2,47.0,3,T,1622322West-Down1
1123,16,2,2,3,2,2,West-Down2,1317.705,0,2,47.0,3,T,1622322West-Down2
1124,16,2,2,3,2,2,East-Up2,1316.04,0,26,33.0,4,T,1622322East-Up2
1125,16,2,2,3,2,2,East-Up1,1316.04,0,26,33.0,4,T,1622322East-Up1
1126,16,2,2,3,2,2,East-Down1,1313.605,0,26,33.0,4,T,1622322East-Down1
1127,16,2,2,3,2,2,East-Down2,1313.605,0,26,33.0,4,T,1622322East-Down2
1128,16,2,2,3,2,2,North-Left2,1318.2625,89,31,32.0,4,T,1622322North-Left2
1129,16,2,2,3,2,2,North-Left1,1318.2625,89,31,32.0,4,T,1622322North-Left1
1130,16,2,2,3,2,2,North-Right1,1318.2625,89,31,32.0,4,T,1622322North-Right1
1131,16,2,2,3,2,2,North-Right2,1318.2625,89,31,32.0,4,T,1622322North-Right2
1132,16,2,2,3,2,2,South-Left2,1329.46,89,39,20.0,4,T,1622322South-Left2
1133,16,2,2,3,2,2,South-Left1,1329.46,89,39,20.0,4,T,1622322South-Left1
1134,16,2,2,3,2,2,South-Right1,1329.46,89,39,20.0,4,T,1622322South-Right1
1135,16,2,2,3,2,2,South-Right2,1329.46,89,39,20.0,4,T,1622322South-Right2
1136,16,3,2,1,2,2,West-Up2,1324.46,0,3,5.0,1,T,1632122West-Up2
1137,16,3,2,1,2,2,West-Up1,1311.44,0,15,50.0,4,T,1632122West-Up1
1138,16,3,2,1,2,2,West-Down1,1323.46,0,11,26.0,2,T,1632122West-Down1
1139,16,3,2,1,2,2,West-Down2,1320.21,0,4,39.0,2,T,1632122West-Down2
1140,16,3,2,1,2,2,East-Up2,1320.63,0,4,2.0,2,T,1632122East-Up2
1141,16,3,2,1,2,2,East-Up1,1320.635,0,4,2.0,2,T,1632122East-Up1
1142,16,3,2,1,2,2,East-Down1,1320.635,0,4,2.0,2,T,1632122East-Down1
1143,16,3,2,1,2,2,East-Down2,1319.71,0,5,51.0,2,T,1632122East-Down2
1144,16,3,2,1,2,2,North-Left2,1325.12,89,59,54.0,1,T,1632122North-Left2
1145,16,3,2,1,2,2,North-Left1,1320.2,89,59,52.0,2,T,1632122North-Left1
1146,16,3,2,1,2,2,North-Right1,1323.73,89,57,9.0,2,T,1632122North-Right1
1147,16,3,2,1,2,2,North-Right2,1323.73,89,57,9.0,2,T,1632122North-Right2
1148,16,3,2,1,2,2,South-Left2,1325.58,89,53,20.0,3,T,1632122South-Left2
1149,16,3,2,1,2,2,South-Left1,1318.12,89,56,56.0,3,T,1632122South-Left1
1150,16,3,2,1,2,2,South-Right1,1320.585,89,55,18.0,1,T,1632122South-Right1
1151,16,3,2,1,2,2,South-Right2,1320.585,89,55,18.0,1,T,1632122South-Right2
1152,16,3,2,2,2,2,West-Up2,1323.34,1,48,31.0,4,T,1632222West-Up2
1153,16,3,2,2,2,2,West-Up1,1323.34,1,48,31.0,4,T,1632222West-Up1
1154,16,3,2,2,2,2,West-Down1,1320.14,1,46,42.0,4,T,1632222West-Down1
1155,16,3,2,2,2,2,West-Down2,1320.14,1,46,42.0,4,T,1632222West-Down2
1156,16,3,2,2,2,2,East-Up2,1337.03,1,24,6.0,1,T,1632222East-Up2
1157,16,3,2,2,2,2,East-Up1,1337.03,1,24,6.0,1,T,1632222East-Up1
1158,16,3,2,2,2,2,East-Down1,1337.03,1,24,6.0,1,T,1632222East-Down1
1159,16,3,2,2,2,2,East-Down2,1337.03,1,24,6.0,1,T,1632222East-Down2
1160,16,3,2,2,2,2,North-Left2,1323.635,88,39,21.0,2,T,1632222North-Left2
1161,16,3,2,2,2,2,North-Left1,1323.635,88,39,21.0,2,T,1632222North-Left1
1162,16,3,2,2,2,2,North-Right1,1323.635,88,39,21.0,2,T,1632222North-Right1
1163,16,3,2,2,2,2,North-Right2,1323.635,88,39,21.0,2,T,1632222North-Right2
1164,16,3,2,2,2,2,South-Left2,1323.3,89,26,3.0,1,T,1632222South-Left2
1165,16,3,2,2,2,2,South-Left1,1301.71,89,2,57.0,2,T,1632222South-Left1
1166,16,3,2,2,2,2,South-Right1,1317.105,88,50,10.0,2,T,1632222South-Right1
1167,16,3,2,2,2,2,South-Right2,1317.105,88,50,10.0,2,T,1632222South-Right2
1168,16,3,2,5,2,2,West-Up2,1319.48,0,31,12.0,2,T,1632522West-Up2
1169,16,3,2,5,2,2,West-Up1,1319.48,0,31,12.0,2,T,1632522West-Up1
1170,16,3,2,5,2,2,West-Down1,1327.975,0,2,9.0,4,T,1632522West-Down1
1171,16,3,2,5,2,2,West-Down2,1327.975,0,2,9.0,4,T,1632522West-Down2
1172,16,3,2,5,2,2,East-Up2,1321.235,0,9,53.0,4,T,1632522East-Up2
1173,16,3,2,5,2,2,East-Up1,1321.235,0,9,53.0,4,T,1632522East-Up1
1174,16,3,2,5,2,2,East-Down1,1322.065,0,6,17.0,4,T,1632522East-Down1
1175,16,3,2,5,2,2,East-Down2,1322.065,0,6,17.0,4,T,1632522East-Down2
1176,16,3,2,5,2,2,North-Left2,1319.4,89,49,46.0,3,T,1632522North-Left2
1177,16,3,2,5,2,2,North-Left1,1319.4,89,49,46.0,3,T,1632522North-Left1
1178,16,3,2,5,2,2,North-Right1,1329.65,89,53,58.0,3,T,1632522North-Right1
1179,16,3,2,5,2,2,North-Right2,1329.65,89,53,58.0,3,T,1632522North-Right2
1180,16,3,2,5,2,2,South-Left2,1347.29,89,53,24.0,1,T,1632522South-Left2
1181,16,3,2,5,2,2,South-Left1,1347.29,89,53,24.0,1,T,1632522South-Left1
