,Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation
0,1,7,2,19,1,1,West-Up2,1401.165,2,24,4.0,1,G,1721911West-Up2
1,1,7,2,19,1,1,West-Up1,1401.165,2,24,4.0,1,G,1721911West-Up1
2,1,7,2,19,1,1,West-Down1,1368.595,2,24,25.0,1,G,1721911West-Down1
3,1,7,2,19,1,1,West-Down2,1368.595,2,24,25.0,1,G,1721911West-Down2
4,1,7,2,19,1,1,East-Up2,1387.21,1,47,26.0,1,G,1721911East-Up2
5,1,7,2,19,1,1,East-Up1,1387.21,1,47,26.0,1,G,1721911East-Up1
6,1,7,2,19,1,1,East-Down1,1342.0,1,18,36.0,1,G,1721911East-Down1
7,1,7,2,19,1,1,East-Down2,1342.0,1,18,36.0,1,G,1721911East-Down2
8,1,7,2,19,1,1,North-Left2,1343.945,88,50,57.0,2,G,1721911North-Left2
9,1,7,2,19,1,1,North-Left1,1343.945,88,50,57.0,2,G,1721911North-Left1
10,1,7,2,19,1,1,North-Right1,1343.9,88,52,3.0,2,G,1721911North-Right1
11,1,7,2,19,1,1,North-Right2,1344.08,88,51,9.0,2,G,1721911North-Right2
12,1,7,2,19,1,1,South-Left2,1326.06,88,0,35.0,3,G,1721911South-Left2
13,1,7,2,19,1,1,South-Left1,1326.74,87,58,16.0,3,G,1721911South-Left1
14,1,7,2,19,1,1,South-Right1,1325.35,88,1,7.0,3,G,1721911South-Right1
15,1,7,2,19,1,1,South-Right2,1315.62,87,57,25.0,3,G,1721911South-Right2
16,1,2,2,3,2,2,West-Up2,1332.97,0,15,37.0,2,T,122322West-Up2
17,1,2,2,3,2,2,West-Up1,1332.97,0,15,37.0,2,T,122322West-Up1
18,1,2,2,3,2,2,West-Down1,1332.97,0,15,37.0,2,T,122322West-Down1
19,1,2,2,3,2,2,West-Down2,1332.97,0,15,37.0,2,T,122322West-Down2
20,1,2,2,3,2,2,East-Up2,1306.69,0,4,25.0,4,T,122322East-Up2
21,1,2,2,3,2,2,East-Up1,1313.37,0,5,13.0,4,T,122322East-Up1
22,1,2,2,3,2,2,East-Down1,1313.43,0,4,11.0,4,T,122322East-Down1
23,1,2,2,3,2,2,East-Down2,1313.18,0,4,25.0,4,T,122322East-Down2
24,1,2,2,3,2,2,North-Left2,1309.07,89,46,47.0,4,T,122322North-Left2
25,1,2,2,3,2,2,North-Left1,1313.24,89,50,29.0,3,T,122322North-Left1
26,1,2,2,3,2,2,North-Right1,1320.43,89,48,18.0,4,T,122322North-Right1
27,1,2,2,3,2,2,North-Right2,1320.77,89,47,13.0,4,T,122322North-Right2
28,1,2,2,3,2,2,South-Left2,1311.17,89,50,10.0,3,T,122322South-Left2
29,1,2,2,3,2,2,South-Left1,1335.22,88,26,15.0,3,T,122322South-Left1
30,1,2,2,3,2,2,South-Right1,1336.09,88,25,40.0,3,T,122322South-Right1
31,1,2,2,3,2,2,South-Right2,1313.17,89,53,36.0,4,T,122322South-Right2
32,1,3,2,2,2,2,West-Up2,1321.985,1,7,1.0,4,T,132222West-Up2
33,1,3,2,2,2,2,West-Up1,1321.985,1,7,1.0,4,T,132222West-Up1
34,1,3,2,2,2,2,West-Down1,1321.985,1,7,1.0,4,T,132222West-Down1
35,1,3,2,2,2,2,West-Down2,1321.985,1,7,1.0,4,T,132222West-Down2
36,1,3,2,2,2,2,East-Up2,1322.35,0,54,41.0,4,T,132222East-Up2
37,1,3,2,2,2,2,East-Up1,1322.35,0,54,41.0,4,T,132222East-Up1
38,1,3,2,2,2,2,East-Down1,1320.81,1,3,6.0,4,T,132222East-Down1
39,1,3,2,2,2,2,East-Down2,1321.04,0,54,40.0,4,T,132222East-Down2
40,1,3,2,2,2,2,North-Left2,1325.34,88,59,29.0,3,T,132222North-Left2
41,1,3,2,2,2,2,North-Left1,1325.34,88,59,29.0,3,T,132222North-Left1
42,1,3,2,2,2,2,North-Right1,1316.15,89,12,42.0,3,T,132222North-Right1
43,1,3,2,2,2,2,North-Right2,1317.29,88,26,37.0,3,T,132222North-Right2
44,1,3,2,2,2,2,South-Left2,1317.81,88,57,7.0,3,T,132222South-Left2
45,1,3,2,2,2,2,South-Left1,1310.55,88,51,1.0,3,T,132222South-Left1
46,1,3,2,2,2,2,South-Right1,1319.98,88,53,15.0,3,T,132222South-Right1
47,1,3,2,2,2,2,South-Right2,1319.98,88,53,15.0,3,T,132222South-Right2
48,1,2,2,2,2,2,West-Up2,1429.475,0,16,45.0,4,T,122222West-Up2
49,1,2,2,2,2,2,West-Up1,1429.475,0,16,45.0,4,T,122222West-Up1
50,1,2,2,2,2,2,West-Down1,1320.135,0,16,37.0,4,T,122222West-Down1
51,1,2,2,2,2,2,West-Down2,1320.135,0,16,37.0,4,T,122222West-Down2
52,1,2,2,2,2,2,East-Up2,1349.355,0,20,44.0,4,T,122222East-Up2
53,1,2,2,2,2,2,East-Up1,1349.355,0,20,44.0,4,T,122222East-Up1
54,1,2,2,2,2,2,East-Down1,1375.475,0,19,47.0,4,T,122222East-Down1
55,1,2,2,2,2,2,East-Down2,1375.475,0,19,47.0,4,T,122222East-Down2
56,1,2,2,2,2,2,North-Left2,0.0,0,0,0.0,0,T,122222North-Left2
57,1,2,2,2,2,2,North-Left1,2637.18,89,47,25.0,4,T,122222North-Left1
58,1,2,2,2,2,2,North-Right1,2635.18,89,32,13.0,4,T,122222North-Right1
59,1,2,2,2,2,2,North-Right2,0.0,0,0,0.0,0,T,122222North-Right2
60,1,2,2,2,2,2,South-Left2,1319.435,89,47,48.0,3,T,122222South-Left2
61,1,2,2,2,2,2,South-Left1,1319.435,89,47,48.0,3,T,122222South-Left1
62,1,2,2,2,2,2,South-Right1,1318.775,89,47,54.0,3,T,122222South-Right1
63,1,2,2,2,2,2,South-Right2,1318.775,89,47,54.0,3,T,122222South-Right2
64,1,4,2,1,2,2,West-Up2,1327.575,0,2,41.0,4,T,142122West-Up2
65,1,4,2,1,2,2,West-Up1,1327.575,0,2,41.0,4,T,142122West-Up1
66,1,4,2,1,2,2,West-Down1,1318.345,0,1,12.0,4,T,142122West-Down1
67,1,4,2,1,2,2,West-Down2,1318.345,0,1,12.0,4,T,142122West-Down2
68,1,4,2,1,2,2,East-Up2,1308.36,0,39,54.0,2,T,142122East-Up2
69,1,4,2,1,2,2,East-Up1,1308.36,0,39,54.0,2,T,142122East-Up1
70,1,4,2,1,2,2,East-Down1,1326.235,0,4,37.0,2,T,142122East-Down1
71,1,4,2,1,2,2,East-Down2,1326.235,0,4,37.0,2,T,142122East-Down2
72,1,4,2,1,2,2,North-Left2,1328.62,89,33,48.0,1,T,142122North-Left2
73,1,4,2,1,2,2,North-Left1,1328.62,89,33,48.0,1,T,142122North-Left1
74,1,4,2,1,2,2,North-Right1,1315.42,89,24,8.0,1,T,142122North-Right1
75,1,4,2,1,2,2,North-Right2,1315.42,89,24,8.0,1,T,142122North-Right2
76,1,4,2,1,2,2,South-Left2,1317.69,89,43,43.0,1,T,142122South-Left2
77,1,4,2,1,2,2,South-Left1,1317.69,89,43,43.0,1,T,142122South-Left1
78,1,4,2,1,2,2,South-Right1,1307.805,89,43,43.0,1,T,142122South-Right1
79,1,4,2,1,2,2,South-Right2,1307.805,89,43,43.0,1,T,142122South-Right2
80,2,8,2,20,1,1,West-Up2,1328.77,2,40,4.0,4,T,2822011West-Up2
81,2,8,2,20,1,1,West-Up1,1328.77,2,40,4.0,4,T,2822011West-Up1
82,2,8,2,20,1,1,West-Down1,1320.115,0,25,18.0,2,T,2822011West-Down1
83,2,8,2,20,1,1,West-Down2,1320.115,0,25,18.0,2,T,2822011West-Down2
84,2,8,2,20,1,1,East-Up2,1311.09,1,31,43.0,4,T,2822011East-Up2
85,2,8,2,20,1,1,East-Up1,1311.09,1,31,43.0,4,T,2822011East-Up1
86,2,8,2,20,1,1,East-Down1,1311.09,1,31,43.0,4,T,2822011East-Down1
87,2,8,2,20,1,1,East-Down2,1311.09,1,31,43.0,4,T,2822011East-Down2
88,2,8,2,20,1,1,North-Left2,1315.735,89,47,10.0,3,T,2822011North-Left2
89,2,8,2,20,1,1,North-Left1,1315.735,89,47,10.0,3,T,2822011North-Left1
90,2,8,2,20,1,1,North-Right1,1315.675,89,47,33.0,3,T,2822011North-Right1
91,2,8,2,20,1,1,North-Right2,1315.675,89,47,33.0,3,T,2822011North-Right2
92,2,8,2,20,1,1,South-Left2,1324.7275,89,13,30.0,3,T,2822011South-Left2
93,2,8,2,20,1,1,South-Left1,1324.7275,89,13,30.0,3,T,2822011South-Left1
94,2,8,2,20,1,1,South-Right1,1324.7275,89,13,30.0,3,T,2822011South-Right1
95,2,8,2,20,1,1,South-Right2,1324.7275,89,13,30.0,3,T,2822011South-Right2
96,2,2,2,3,2,2,West-Up2,1335.275,0,1,43.0,2,T,222322West-Up2
97,2,2,2,3,2,2,West-Up1,1335.275,0,1,43.0,2,T,222322West-Up1
98,2,2,2,3,2,2,West-Down1,1340.385,0,3,49.0,4,T,222322West-Down1
99,2,2,2,3,2,2,West-Down2,1340.385,0,3,49.0,4,T,222322West-Down2
100,2,2,2,3,2,2,East-Up2,1332.97,0,15,37.0,2,T,222322East-Up2
101,2,2,2,3,2,2,East-Up1,1332.97,0,15,37.0,2,T,222322East-Up1
102,2,2,2,3,2,2,East-Down1,1332.97,0,15,37.0,2,T,222322East-Down1
103,2,2,2,3,2,2,East-Down2,1332.97,0,15,37.0,2,T,222322East-Down2
104,2,2,2,3,2,2,North-Left2,1321.82,89,44,9.0,4,T,222322North-Left2
105,2,2,2,3,2,2,North-Left1,1323.46,89,44,33.0,4,T,222322North-Left1
106,2,2,2,3,2,2,North-Right1,1323.07,89,44,4.0,4,T,222322North-Right1
107,2,2,2,3,2,2,North-Right2,1322.91,89,45,39.0,4,T,222322North-Right2
108,2,2,2,3,2,2,South-Left2,1316.335,89,57,16.0,4,T,222322South-Left2
109,2,2,2,3,2,2,South-Left1,1316.335,89,57,16.0,4,T,222322South-Left1
110,2,2,2,3,2,2,South-Right1,1316.335,89,57,16.0,4,T,222322South-Right1
111,2,2,2,3,2,2,South-Right2,1316.335,89,57,16.0,4,T,222322South-Right2
112,2,2,2,2,2,2,West-Up2,293.38,3,4,7.0,4,T,222222West-Up2
113,2,2,2,2,2,2,West-Up1,2614.18,0,10,55.0,2,T,222222West-Up1
114,2,2,2,2,2,2,West-Down1,1302.105,0,15,26.0,2,T,222222West-Down1
115,2,2,2,2,2,2,West-Down2,1302.105,0,15,26.0,2,T,222222West-Down2
116,2,2,2,2,2,2,East-Up2,1429.475,0,16,45.0,4,T,222222East-Up2
117,2,2,2,2,2,2,East-Up1,1429.475,0,16,45.0,4,T,222222East-Up1
118,2,2,2,2,2,2,East-Down1,1320.135,0,16,37.0,4,T,222222East-Down1
119,2,2,2,2,2,2,East-Down2,1320.135,0,16,37.0,4,T,222222East-Down2
120,2,2,2,2,2,2,North-Left2,1313.375,89,51,56.0,4,T,222222North-Left2
121,2,2,2,2,2,2,North-Left1,1313.375,89,51,56.0,4,T,222222North-Left1
122,2,2,2,2,2,2,North-Right1,1313.375,89,51,56.0,4,T,222222North-Right1
123,2,2,2,2,2,2,North-Right2,1313.375,89,51,56.0,4,T,222222North-Right2
124,2,2,2,2,2,2,South-Left2,1322.0,89,48,22.0,3,T,222222South-Left2
125,2,2,2,2,2,2,South-Left1,1322.0,89,48,22.0,3,T,222222South-Left1
126,2,2,2,2,2,2,South-Right1,1320.25,89,48,8.0,4,T,222222South-Right1
127,2,2,2,2,2,2,South-Right2,1320.25,89,48,8.0,4,T,222222South-Right2
128,2,3,2,1,2,2,West-Up2,1305.26,0,42,1.0,4,T,232122West-Up2
129,2,3,2,1,2,2,West-Up1,1318.36,0,42,1.0,4,T,232122West-Up1
130,2,3,2,1,2,2,West-Down1,1318.41,0,42,30.0,4,T,232122West-Down1
131,2,3,2,1,2,2,West-Down2,1318.48,0,41,39.0,4,T,232122West-Down2
132,2,3,2,1,2,2,East-Up2,1309.38,1,8,8.0,4,T,232122East-Up2
133,2,3,2,1,2,2,East-Up1,1309.38,1,8,8.0,4,T,232122East-Up1
134,2,3,2,1,2,2,East-Down1,1315.09,0,46,3.0,4,T,232122East-Down1
135,2,3,2,1,2,2,East-Down2,1314.94,0,45,32.0,4,T,232122East-Down2
136,2,3,2,1,2,2,North-Left2,1317.6875,89,1,26.0,3,T,232122North-Left2
137,2,3,2,1,2,2,North-Left1,1317.6875,89,1,26.0,3,T,232122North-Left1
138,2,3,2,1,2,2,North-Right1,1317.6875,89,1,26.0,3,T,232122North-Right1
139,2,3,2,1,2,2,North-Right2,1317.6875,89,1,26.0,3,T,232122North-Right2
140,2,3,2,1,2,2,South-Left2,1323.39,88,54,12.0,3,T,232122South-Left2
141,2,3,2,1,2,2,South-Left1,1323.39,88,54,12.0,3,T,232122South-Left1
142,2,3,2,1,2,2,South-Right1,1323.39,88,54,12.0,3,T,232122South-Right1
143,2,3,2,1,2,2,South-Right2,1323.39,88,54,12.0,3,T,232122South-Right2
144,2,4,2,1,2,2,West-Up2,1329.0975,0,20,0.0,2,T,242122West-Up2
145,2,4,2,1,2,2,West-Up1,1329.0975,0,20,0.0,2,T,242122West-Up1
146,2,4,2,1,2,2,West-Down1,1329.0975,0,20,0.0,2,T,242122West-Down1
147,2,4,2,1,2,2,West-Down2,1329.0975,0,20,0.0,2,T,242122West-Down2
148,2,4,2,1,2,2,East-Up2,1327.625,0,6,54.0,1,T,242122East-Up2
149,2,4,2,1,2,2,East-Up1,1327.625,0,6,54.0,1,T,242122East-Up1
150,2,4,2,1,2,2,East-Down1,1318.34,0,5,15.0,1,T,242122East-Down1
151,2,4,2,1,2,2,East-Down2,1318.34,0,5,15.0,1,T,242122East-Down2
152,2,4,2,1,2,2,North-Left2,1315.34,89,49,49.0,3,T,242122North-Left2
153,2,4,2,1,2,2,North-Left1,1315.34,89,49,49.0,3,T,242122North-Left1
154,2,4,2,1,2,2,North-Right1,1311.06,89,23,32.0,4,T,242122North-Right1
155,2,4,2,1,2,2,North-Right2,1311.06,89,23,32.0,4,T,242122North-Right2
156,2,4,2,1,2,2,South-Left2,1320.53,89,40,45.0,4,T,242122South-Left2
157,2,4,2,1,2,2,South-Left1,1320.53,89,40,45.0,4,T,242122South-Left1
158,2,4,2,1,2,2,South-Right1,1325.99,89,35,10.0,3,T,242122South-Right1
159,2,4,2,1,2,2,South-Right2,1325.99,89,35,10.0,3,T,242122South-Right2
160,3,8,2,20,1,1,West-Up2,1352.22,0,45,17.0,4,T,3822011West-Up2
161,3,8,2,20,1,1,West-Up1,1316.02,0,44,39.0,4,T,3822011West-Up1
162,3,8,2,20,1,1,West-Down1,1326.2,0,27,22.0,4,T,3822011West-Down1
163,3,8,2,20,1,1,West-Down2,1326.2,0,27,22.0,4,T,3822011West-Down2
164,3,8,2,20,1,1,East-Up2,1328.785,2,40,4.0,4,T,3822011East-Up2
165,3,8,2,20,1,1,East-Up1,1328.785,2,40,4.0,4,T,3822011East-Up1
166,3,8,2,20,1,1,East-Down1,1320.115,0,25,18.0,2,T,3822011East-Down1
167,3,8,2,20,1,1,East-Down2,1320.115,0,25,18.0,2,T,3822011East-Down2
168,3,8,2,20,1,1,North-Left2,1315.74,89,49,34.0,3,T,3822011North-Left2
169,3,8,2,20,1,1,North-Left1,1315.74,89,49,34.0,3,T,3822011North-Left1
170,3,8,2,20,1,1,North-Right1,1330.985,89,17,56.0,3,T,3822011North-Right1
171,3,8,2,20,1,1,North-Right2,1330.985,89,17,56.0,3,T,3822011North-Right2
172,3,8,2,20,1,1,South-Left2,1335.475,89,17,29.0,3,T,3822011South-Left2
173,3,8,2,20,1,1,South-Left1,1335.475,89,17,29.0,3,T,3822011South-Left1
174,3,8,2,20,1,1,South-Right1,1335.475,89,17,29.0,3,T,3822011South-Right1
175,3,8,2,20,1,1,South-Right2,1335.475,89,17,29.0,3,T,3822011South-Right2
176,3,2,2,3,2,2,West-Up2,1327.825,0,33,26.0,2,T,322322West-Up2
177,3,2,2,3,2,2,West-Up1,1327.825,0,33,26.0,2,T,322322West-Up1
178,3,2,2,3,2,2,West-Down1,1327.825,0,33,26.0,2,T,322322West-Down1
179,3,2,2,3,2,2,West-Down2,1327.825,0,33,26.0,2,T,322322West-Down2
180,3,2,2,3,2,2,East-Up2,1335.275,0,1,43.0,2,T,322322East-Up2
181,3,2,2,3,2,2,East-Up1,1335.275,0,1,43.0,2,T,322322East-Up1
182,3,2,2,3,2,2,East-Down1,1340.385,0,3,49.0,4,T,322322East-Down1
183,3,2,2,3,2,2,East-Down2,1340.385,0,3,49.0,4,T,322322East-Down2
184,3,2,2,3,2,2,North-Left2,1323.075,89,59,59.0,4,T,322322North-Left2
185,3,2,2,3,2,2,North-Left1,1323.075,89,59,59.0,4,T,322322North-Left1
186,3,2,2,3,2,2,North-Right1,1321.06,89,57,32.0,3,T,322322North-Right1
187,3,2,2,3,2,2,North-Right2,1321.06,89,57,32.0,3,T,322322North-Right2
188,3,2,2,3,2,2,South-Left2,1341.23,89,48,31.0,4,T,322322South-Left2
189,3,2,2,3,2,2,South-Left1,1341.23,89,48,31.0,4,T,322322South-Left1
190,3,2,2,3,2,2,South-Right1,1329.635,89,21,57.0,4,T,322322South-Right1
191,3,2,2,3,2,2,South-Right2,1329.635,89,21,57.0,4,T,322322South-Right2
192,3,3,2,1,1,2,West-Up2,1335.23,0,31,3.0,2,T,332112West-Up2
193,3,3,2,1,1,2,West-Up1,1335.23,0,31,3.0,2,T,332112West-Up1
194,3,3,2,1,1,2,West-Down1,1335.23,0,31,3.0,2,T,332112West-Down1
195,3,3,2,1,1,2,West-Down2,1335.23,0,31,3.0,2,T,332112West-Down2
196,3,3,2,1,1,2,East-Up2,1323.84,0,16,33.0,2,T,332112East-Up2
197,3,3,2,1,1,2,East-Up1,1320.31,0,17,9.0,2,T,332112East-Up1
198,3,3,2,1,1,2,East-Down1,1327.16,0,18,29.0,2,T,332112East-Down1
199,3,3,2,1,1,2,East-Down2,1327.52,0,20,26.0,2,T,332112East-Down2
200,3,3,2,1,1,2,North-Left2,1312.3,89,34,50.0,1,T,332112North-Left2
201,3,3,2,1,1,2,North-Left1,1312.3,89,34,50.0,1,T,332112North-Left1
202,3,3,2,1,1,2,North-Right1,1323.68,89,19,48.0,1,T,332112North-Right1
203,3,3,2,1,1,2,North-Right2,1315.39,89,56,43.0,1,T,332112North-Right2
204,3,3,2,1,1,2,South-Left2,1320.95,89,43,23.0,2,T,332112South-Left2
205,3,3,2,1,1,2,South-Left1,1320.9,89,42,59.0,2,T,332112South-Left1
206,3,3,2,1,1,2,South-Right1,1319.07,89,51,38.0,1,T,332112South-Right1
207,3,3,2,1,1,2,South-Right2,1319.89,89,50,25.0,1,T,332112South-Right2
208,4,2,2,3,2,2,West-Up2,1321.25,0,21,17.0,2,T,422322West-Up2
209,4,2,2,3,2,2,West-Up1,1321.25,0,21,17.0,2,T,422322West-Up1
210,4,2,2,3,2,2,West-Down1,1321.25,0,21,17.0,2,T,422322West-Down1
211,4,2,2,3,2,2,West-Down2,1321.25,0,21,17.0,2,T,422322West-Down2
212,4,2,2,3,2,2,East-Up2,1327.825,0,33,26.0,2,T,422322East-Up2
213,4,2,2,3,2,2,East-Up1,1327.825,0,33,26.0,2,T,422322East-Up1
214,4,2,2,3,2,2,East-Down1,1327.825,0,33,26.0,2,T,422322East-Down1
215,4,2,2,3,2,2,East-Down2,1327.825,0,33,26.0,2,T,422322East-Down2
216,4,2,2,3,2,2,North-Left2,1344.82,89,53,39.0,3,T,422322North-Left2
217,4,2,2,3,2,2,North-Left1,1318.05,89,59,23.0,3,T,422322North-Left1
218,4,2,2,3,2,2,North-Right1,1316.955,89,44,41.0,4,T,422322North-Right1
219,4,2,2,3,2,2,North-Right2,1316.955,89,44,41.0,4,T,422322North-Right2
220,4,2,2,3,2,2,South-Left2,1316.47,89,47,11.0,4,T,422322South-Left2
221,4,2,2,3,2,2,South-Left1,1316.47,89,47,11.0,4,T,422322South-Left1
222,4,2,2,3,2,2,South-Right1,1320.77,89,28,39.0,4,T,422322South-Right1
223,4,2,2,3,2,2,South-Right2,1324.24,89,25,30.0,4,T,422322South-Right2
224,4,4,2,1,2,2,West-Up2,1410.44,0,55,1.0,2,T,442122West-Up2
225,4,4,2,1,2,2,West-Up1,1410.44,0,55,1.0,2,T,442122West-Up1
226,4,4,2,1,2,2,West-Down1,1309.9,0,45,50.0,2,T,442122West-Down1
227,4,4,2,1,2,2,West-Down2,1309.9,0,45,50.0,2,T,442122West-Down2
228,4,4,2,1,2,2,East-Up2,1348.465,0,25,0.0,2,T,442122East-Up2
229,4,4,2,1,2,2,East-Up1,1348.465,0,25,0.0,2,T,442122East-Up1
230,4,4,2,1,2,2,East-Down1,1348.465,0,25,0.0,2,T,442122East-Down1
231,4,4,2,1,2,2,East-Down2,1348.465,0,25,0.0,2,T,442122East-Down2
232,4,4,2,1,2,2,North-Left2,1320.045,89,31,8.0,4,T,442122North-Left2
233,4,4,2,1,2,2,North-Left1,1320.045,89,31,8.0,4,T,442122North-Left1
234,4,4,2,1,2,2,North-Right1,1305.81,89,26,3.0,4,T,442122North-Right1
235,4,4,2,1,2,2,North-Right2,1305.81,89,26,3.0,4,T,442122North-Right2
236,4,4,2,1,2,2,South-Left2,1326.68,89,45,2.0,4,T,442122South-Left2
237,4,4,2,1,2,2,South-Left1,1326.68,89,45,2.0,4,T,442122South-Left1
238,4,4,2,1,2,2,South-Right1,1319.9,89,47,32.0,3,T,442122South-Right1
239,4,4,2,1,2,2,South-Right2,1319.23,89,46,32.0,3,T,442122South-Right2
240,4,9,2,22,1,1,West-Up2,1340.985,0,2,32.0,4,T,4922211West-Up2
241,4,9,2,22,1,1,West-Up1,1340.985,0,2,32.0,4,T,4922211West-Up1
242,4,9,2,22,1,1,West-Down1,1324.805,0,0,23.0,4,T,4922211West-Down1
243,4,9,2,22,1,1,West-Down2,1324.805,0,0,23.0,4,T,4922211West-Down2
244,4,9,2,22,1,1,East-Up2,1317.41,0,7,22.0,4,T,4922211East-Up2
245,4,9,2,22,1,1,East-Up1,1317.41,0,7,22.0,4,T,4922211East-Up1
246,4,9,2,22,1,1,East-Down1,1322.37,0,14,10.0,4,T,4922211East-Down1
247,4,9,2,22,1,1,East-Down2,1322.37,0,14,10.0,4,T,4922211East-Down2
248,4,9,2,22,1,1,North-Left2,1321.01,89,45,26.0,4,T,4922211North-Left2
249,4,9,2,22,1,1,North-Left1,1321.01,89,45,26.0,4,T,4922211North-Left1
250,4,9,2,22,1,1,North-Right1,1313.36,89,12,43.0,4,T,4922211North-Right1
251,4,9,2,22,1,1,North-Right2,1313.36,89,12,43.0,4,T,4922211North-Right2
252,4,9,2,22,1,1,South-Left2,1320.835,89,57,13.0,3,T,4922211South-Left2
253,4,9,2,22,1,1,South-Left1,1320.835,89,57,13.0,3,T,4922211South-Left1
254,4,9,2,22,1,1,South-Right1,1320.535,89,56,37.0,3,T,4922211South-Right1
255,4,9,2,22,1,1,South-Right2,1320.535,89,56,37.0,3,T,4922211South-Right2
256,5,2,2,3,2,2,West-Up2,1320.295,0,1,1.0,2,T,522322West-Up2
257,5,2,2,3,2,2,West-Up1,1320.295,0,1,1.0,2,T,522322West-Up1
258,5,2,2,3,2,2,West-Down1,1317.475,0,7,27.0,4,T,522322West-Down1
259,5,2,2,3,2,2,West-Down2,1317.475,0,7,27.0,4,T,522322West-Down2
260,5,2,2,3,2,2,East-Up2,1321.25,0,21,17.0,2,T,522322East-Up2
261,5,2,2,3,2,2,East-Up1,1321.25,0,21,17.0,2,T,522322East-Up1
262,5,2,2,3,2,2,East-Down1,1321.25,0,21,17.0,2,T,522322East-Down1
263,5,2,2,3,2,2,East-Down2,1321.25,0,21,17.0,2,T,522322East-Down2
264,5,2,2,3,2,2,North-Left2,1325.295,89,58,55.0,4,T,522322North-Left2
265,5,2,2,3,2,2,North-Left1,1325.295,89,58,55.0,4,T,522322North-Left1
266,5,2,2,3,2,2,North-Right1,1325.295,89,58,55.0,4,T,522322North-Right1
267,5,2,2,3,2,2,North-Right2,1325.295,89,58,55.0,4,T,522322North-Right2
268,5,2,2,3,2,2,South-Left2,1315.89,89,52,48.0,4,T,522322South-Left2
269,5,2,2,3,2,2,South-Left1,1315.89,89,52,48.0,4,T,522322South-Left1
270,5,2,2,3,2,2,South-Right1,1315.89,89,52,48.0,4,T,522322South-Right1
271,5,2,2,3,2,2,South-Right2,1315.89,89,52,48.0,4,T,522322South-Right2
272,5,3,2,1,1,2,West-Up2,1423.26,1,2,30.0,1,G,532112West-Up2
273,5,3,2,1,1,2,West-Up1,1321.14,1,6,41.0,1,G,532112West-Up1
274,5,3,2,1,1,2,West-Down1,1321.14,1,6,41.0,4,G,532112West-Down1
275,5,3,2,1,1,2,West-Down2,1321.14,1,6,41.0,4,G,532112West-Down2
276,5,3,2,1,1,2,East-Up2,1362.155,1,20,55.0,1,G,532112East-Up2
277,5,3,2,1,1,2,East-Up1,1362.155,1,20,55.0,1,G,532112East-Up1
278,5,3,2,1,1,2,East-Down1,1324.835,0,31,4.0,4,G,532112East-Down1
279,5,3,2,1,1,2,East-Down2,1324.835,0,31,4.0,4,G,532112East-Down2
280,5,3,2,1,1,2,North-Left2,1318.29,89,13,24.0,2,G,532112North-Left2
281,5,3,2,1,1,2,North-Left1,1318.89,89,13,0.0,2,G,532112North-Left1
282,5,3,2,1,1,2,North-Right1,1318.475,89,20,27.0,2,G,532112North-Right1
283,5,3,2,1,1,2,North-Right2,1318.475,89,20,27.0,2,G,532112North-Right2
284,5,3,2,1,1,2,South-Left2,1314.84,89,8,16.0,2,G,532112South-Left2
285,5,3,2,1,1,2,South-Left1,1314.84,89,8,16.0,2,G,532112South-Left1
286,5,3,2,1,1,2,South-Right1,1314.955,89,8,9.0,2,G,532112South-Right1
287,5,3,2,1,1,2,South-Right2,1314.955,89,8,9.0,2,G,532112South-Right2
288,5,2,2,1,2,2,West-Up2,1318.1625,0,0,53.0,4,T,522122West-Up2
289,5,2,2,1,2,2,West-Up1,1318.1625,0,0,53.0,4,T,522122West-Up1
290,5,2,2,1,2,2,West-Down1,1318.1625,0,0,53.0,4,T,522122West-Down1
291,5,2,2,1,2,2,West-Down2,1318.1625,0,0,53.0,4,T,522122West-Down2
292,5,2,2,1,2,2,East-Up2,1321.58,0,20,27.0,2,T,522122East-Up2
293,5,2,2,1,2,2,East-Up1,1321.58,0,20,27.0,2,T,522122East-Up1
294,5,2,2,1,2,2,East-Down1,1325.74,0,15,5.0,4,T,522122East-Down1
295,5,2,2,1,2,2,East-Down2,1325.74,0,15,5.0,4,T,522122East-Down2
296,5,2,2,1,2,2,North-Left2,1321.615,89,57,57.0,3,T,522122North-Left2
297,5,2,2,1,2,2,North-Left1,1321.615,89,57,57.0,3,T,522122North-Left1
298,5,2,2,1,2,2,North-Right1,1315.68,89,58,23.0,3,T,522122North-Right1
299,5,2,2,1,2,2,North-Right2,1315.68,89,58,23.0,3,T,522122North-Right2
300,5,2,2,1,2,2,South-Left2,1317.48,89,46,5.0,4,T,522122South-Left2
301,5,2,2,1,2,2,South-Left1,1317.48,89,46,5.0,4,T,522122South-Left1
302,5,2,2,1,2,2,South-Right1,1317.4,89,47,0.0,4,T,522122South-Right1
303,5,2,2,1,2,2,South-Right2,1317.4,89,47,0.0,4,T,522122South-Right2
304,5,4,2,2,1,2,West-Up2,1276.59,0,35,35.0,3,T,542212West-Up2
305,5,4,2,2,1,2,West-Up1,1310.47,0,7,36.0,3,T,542212West-Up1
306,5,4,2,2,1,2,West-Down1,1310.1,0,40,58.0,2,T,542212West-Down1
