Section,Township,Township Direction,Range,Range Direction,Baseline,Easting,Northing,Latitude,Longitude,Conc,Version
1,5,2,2,1,2,609042.2895653703,4438062.584838675,40.08578683095156,-109.72097169998143,0105S02EU,AGRC V.1
1,5,2,2,1,2,609199.7626698411,4438063.951221908,40.0857787309562,-109.71912479998132,0105S02EU,AGRC V.1
1,5,2,2,1,2,609288.3942505164,4438064.709383793,40.08577406095883,-109.71808529998124,0105S02EU,AGRC V.1
1,5,2,2,1,2,609376.002787521,4438065.452717632,40.08576938096144,-109.71705779998118,0105S02EU,AGRC V.1
1,5,2,2,1,2,609441.169810568,4438066.013090723,40.0857659609634,-109.71629349998112,0105S02EU,AGRC V.1
1,5,2,2,1,2,609777.3482869603,4438083.00265066,40.08587523097356,-109.71234829998085,0105S02EU,AGRC V.1
1,5,2,2,1,2,609859.032513091,4438087.124095728,40.08590170097606,-109.71138969998078,0105S02EU,AGRC V.1
1,5,2,2,1,2,610178.6531805735,4438103.292166349,40.086005570985925,-109.70763879998053,0105S02EU,AGRC V.1
1,5,2,2,1,2,610186.8900783402,4437702.404843773,40.08239355098551,-109.70761049998053,0105S02EU,AGRC V.1
1,5,2,2,1,2,610195.1668246244,4437298.7617123565,40.07875670098508,-109.70758219998056,0105S02EU,AGRC V.1
1,5,2,2,1,2,610206.1261380629,4436896.555529817,40.07513244098477,-109.70752219998057,0105S02EU,AGRC V.1
1,5,2,2,1,2,610217.2228449004,4436494.29274068,40.07150765098443,-109.70746059998058,0105S02EU,AGRC V.1
1,5,2,2,1,2,610043.5360657172,4436491.770865777,40.07150764097908,-109.7094973999807,0105S02EU,AGRC V.1
1,5,2,2,1,2,609815.1120072708,4436488.440644034,40.071507450972085,-109.71217609998088,0105S02EU,AGRC V.1
1,5,2,2,1,2,609815.323365188,4436473.83573076,40.07137587097206,-109.71217609998088,0105S02EU,AGRC V.1
1,5,2,2,1,2,609788.3785056013,4436488.053811407,40.07150745097125,-109.71248959998093,0105S02EU,AGRC V.1
