Section,Township,Township Direction,Range,Range Direction,Baseline,Easting,Northing,API,Conc
16,26,2,20,1,1,610890.5213,4266636.487,4301950095,162622011
16,26,2,20,1,1,610893.6188,4265840.846,4301950095,162622011
16,26,2,20,1,1,610893.6188,4265840.846,4301950095,162622011
26,3,2,2,2,2,577795.0275,4448792.794,4301351890,2632222
26,3,2,2,2,2,578196.3919,4448797.011,4301351890,2632222
26,3,2,2,2,2,578597.7563,4448801.227,4301351890,2632222
26,3,2,2,2,2,579001.9155,4448802.662,4301351890,2632222
26,3,2,2,2,2,579405.0871,4448804.12,4301351890,2632222
26,3,2,2,2,2,579405.0871,4448804.12,4301351890,2632222
26,3,2,2,2,2,579399.3656,4449205.642,4301351890,2632222
26,3,2,2,2,2,579393.644,4449607.165,4301351890,2632222
26,3,2,2,2,2,579387.8953,4450009.225,4301351890,2632222
26,3,2,2,2,2,579382.1466,4450411.285,4301351890,2632222
26,3,2,2,2,2,579382.1466,4450411.285,4301351890,2632222
26,3,2,2,2,2,578990.3592,4450403.428,4301351890,2632222
26,3,2,2,2,2,578594.1228,4450405.117,4301351890,2632222
26,3,2,2,2,2,578195.7376,4450406.815,4301351890,2632222
26,3,2,2,2,2,577797.3524,4450408.512,4301351890,2632222
26,3,2,2,2,2,577797.3524,4450408.512,4301351890,2632222
26,3,2,2,2,2,577794.9155,4450004.465,4301351890,2632222
26,3,2,2,2,2,577794.517,4449599.55,4301351890,2632222
26,3,2,2,2,2,577794.7693,4449196.173,4301351890,2632222
26,3,2,2,2,2,577795.0216,4448792.797,4301351890,2632222
16,4,2,1,2,2,584257.4887,4442423.385,4301354063,1642122
16,4,2,1,2,2,584257.4887,4442423.385,4301354063,1642122
16,4,2,1,2,2,585866.073,4442424.936,4301354063,1642122
16,4,2,1,2,2,585866.073,4442424.936,4301354063,1642122
16,4,2,1,2,2,585866.073,4442424.936,4301354063,1642122
16,4,2,1,2,2,585866.073,4442424.936,4301354063,1642122
16,4,2,1,2,2,585866.073,4442424.936,4301354063,1642122
16,4,2,1,2,2,585865.0936,4443229.769,4301354063,1642122
16,4,2,1,2,2,585864.1059,4444034.962,4301354063,1642122
16,4,2,1,2,2,585864.1059,4444034.962,4301354063,1642122
16,4,2,1,2,2,585864.1059,4444034.962,4301354063,1642122
16,4,2,1,2,2,585462.0077,4444033.387,4301354063,1642122
16,4,2,1,2,2,585059.7048,4444031.928,4301354063,1642122
16,4,2,1,2,2,584250.9684,4444035.449,4301354063,1642122
16,4,2,1,2,2,584250.9684,4444035.449,4301354063,1642122
16,4,2,1,2,2,584250.9684,4444035.449,4301354063,1642122
16,4,2,1,2,2,584250.9684,4444035.449,4301354063,1642122
16,4,2,1,2,2,584254.2314,4443229.418,4301354063,1642122
16,4,2,1,2,2,584257.4904,4442423.387,4301354063,1642122
16,4,2,1,2,2,584257.4904,4442423.387,4301354063,1642122
12,3,2,5,2,2,550335.8414,4453173.882,4304756645,1232522
12,3,2,5,2,2,550739.626,4453175.612,4304756645,1232522
12,3,2,5,2,2,551143.4107,4453177.343,4304756645,1232522
12,3,2,5,2,2,551547.1953,4453179.074,4304756645,1232522
12,3,2,5,2,2,551950.98,4453180.804,4304756645,1232522
12,3,2,5,2,2,551950.98,4453180.804,4304756645,1232522
12,3,2,5,2,2,551951.1417,4453582.744,4304756645,1232522
12,3,2,5,2,2,551951.3035,4453984.683,4304756645,1232522
12,3,2,5,2,2,551953.1193,4454385.694,4304756645,1232522
12,3,2,5,2,2,551954.9352,4454786.705,4304756645,1232522
12,3,2,5,2,2,551954.9352,4454786.705,4304756645,1232522
12,3,2,5,2,2,551552.1973,4454786.103,4304756645,1232522
12,3,2,5,2,2,551149.4594,4454785.502,4304756645,1232522
12,3,2,5,2,2,550746.7215,4454784.901,4304756645,1232522
12,3,2,5,2,2,550343.9836,4454784.299,4304756645,1232522
12,3,2,5,2,2,550343.9836,4454784.299,4304756645,1232522
12,3,2,5,2,2,550340.5985,4454383.258,4304756645,1232522
12,3,2,5,2,2,550337.2134,4453982.216,4304756645,1232522
12,3,2,5,2,2,550336.5339,4453578.314,4304756645,1232522
12,3,2,5,2,2,550335.8544,4453174.412,4304756645,1232522
27,2,2,4,2,2,556808.9235,4458102.372,43013541220,2722422
27,2,2,4,2,2,556808.9235,4458102.372,43013541220,2722422
27,2,2,4,2,2,557616.7753,4458097.527,43013541220,2722422
27,2,2,4,2,2,558420.1152,4458097.804,43013541220,2722422
27,2,2,4,2,2,558420.1152,4458097.804,43013541220,2722422
27,2,2,4,2,2,558420.1152,4458097.804,43013541220,2722422
27,2,2,4,2,2,558420.1152,4458097.804,43013541220,2722422
27,2,2,4,2,2,558421.178,4458903.743,43013541220,2722422
27,2,2,4,2,2,558408.1504,4459711.349,43013541220,2722422
27,2,2,4,2,2,558408.1504,4459711.349,43013541220,2722422
27,2,2,4,2,2,558408.1504,4459711.349,43013541220,2722422
27,2,2,4,2,2,558408.1504,4459711.349,43013541220,2722422
27,2,2,4,2,2,558408.1504,4459711.349,43013541220,2722422
27,2,2,4,2,2,556801.7605,4459702.953,43013541220,2722422
27,2,2,4,2,2,556801.7605,4459702.953,43013541220,2722422
27,2,2,4,2,2,556801.7605,4459702.953,43013541220,2722422
27,2,2,4,2,2,556801.7605,4459702.953,43013541220,2722422
27,2,2,4,2,2,556805.9269,4458898.292,43013541220,2722422
27,2,2,4,2,2,556808.9207,4458102.529,43013541220,2722422
27,2,2,4,2,2,556808.9207,4458102.529,43013541220,2722422
27,2,2,4,2,2,556815.7659,4458102.144,43013540930,2722422
27,2,2,4,2,2,556815.7659,4458102.144,43013540930,2722422
27,2,2,4,2,2,557623.6526,4458097.53,43013540930,2722422
27,2,2,4,2,2,558426.9926,4458097.806,43013540930,2722422
27,2,2,4,2,2,558426.9926,4458097.806,43013540930,2722422
27,2,2,4,2,2,558426.9926,4458097.806,43013540930,2722422
27,2,2,4,2,2,558426.9926,4458097.806,43013540930,2722422
27,2,2,4,2,2,558413.965,4458905.412,43013540930,2722422
27,2,2,4,2,2,558400.9373,4459713.018,43013540930,2722422
27,2,2,4,2,2,558400.9373,4459713.018,43013540930,2722422
27,2,2,4,2,2,558400.9373,4459713.018,43013540930,2722422
27,2,2,4,2,2,558400.9373,4459713.018,43013540930,2722422
27,2,2,4,2,2,558400.9373,4459713.018,43013540930,2722422
27,2,2,4,2,2,556794.5475,4459704.622,43013540930,2722422
27,2,2,4,2,2,556794.5475,4459704.622,43013540930,2722422
27,2,2,4,2,2,556794.5475,4459704.622,43013540930,2722422
27,2,2,4,2,2,556794.5475,4459704.622,43013540930,2722422
27,2,2,4,2,2,556795.0156,4458899.95,43013540930,2722422
27,2,2,4,2,2,556798.3836,4458104.189,43013540930,2722422
27,2,2,4,2,2,556815.7659,4458102.144,43013540930,2722422
27,2,2,4,2,2,556808.9961,4458102.057,4304756645,2722422
27,2,2,4,2,2,557212.9394,4458099.75,4304756645,2722422
27,2,2,4,2,2,557616.8828,4458097.443,4304756645,2722422
27,2,2,4,2,2,558018.5466,4458097.632,4304756645,2722422
27,2,2,4,2,2,558420.2105,4458097.82,4304756645,2722422
27,2,2,4,2,2,558420.2105,4458097.82,4304756645,2722422
27,2,2,4,2,2,558420.6442,4458500.798,4304756645,2722422
27,2,2,4,2,2,558421.078,4458903.775,4304756645,2722422
27,2,2,4,2,2,558420.8465,4459301.539,4304756645,2722422
27,2,2,4,2,2,558420.6151,4459699.303,4304756645,2722422
27,2,2,4,2,2,558420.6151,4459699.303,4304756645,2722422
27,2,2,4,2,2,558018.2791,4459699.303,4304756645,2722422
27,2,2,4,2,2,557615.9431,4459699.303,4304756645,2722422
27,2,2,4,2,2,557213.6071,4459699.303,4304756645,2722422
27,2,2,4,2,2,556811.2711,4459699.303,4304756645,2722422
27,2,2,4,2,2,556811.2711,4459699.303,4304756645,2722422
27,2,2,4,2,2,556811.5052,4459296.967,4304756645,2722422
27,2,2,4,2,2,556811.7393,4458894.631,4304756645,2722422
27,2,2,4,2,2,556813.4233,4458496.75,4304756645,2722422
27,2,2,4,2,2,556808.9961,4458102.057,4304756645,2722422
3,8,2,20,1,1,613791.7244,4444645.235,4304756038,3822011
3,8,2,20,1,1,614198.746,4444650.269,4304756038,3822011
3,8,2,20,1,1,614605.7677,4444655.303,4304756038,3822011
3,8,2,20,1,1,615012.7893,4444660.338,4304756038,3822011
3,8,2,20,1,1,615419.811,4444665.372,4304756038,3822011
3,8,2,20,1,1,615419.811,4444665.372,4304756038,3822011
3,8,2,20,1,1,615422.7722,4445067.732,4304756038,3822011
3,8,2,20,1,1,615425.7334,4445470.092,4304756038,3822011
3,8,2,20,1,1,615406.8822,4445874.667,4304756038,3822011
3,8,2,20,1,1,615388.0309,4446279.241,4304756038,3822011
3,8,2,20,1,1,615388.0309,4446279.241,4304756038,3822011
3,8,2,20,1,1,614982.3771,4446274.277,4304756038,3822011
3,8,2,20,1,1,614576.7232,4446269.313,4304756038,3822011
3,8,2,20,1,1,614175.6875,4446268.096,4304756038,3822011
3,8,2,20,1,1,613774.6518,4446266.879,4304756038,3822011
3,8,2,20,1,1,613774.6518,4446266.879,4304756038,3822011
3,8,2,20,1,1,613780.0808,4445854.758,4304756038,3822011
3,8,2,20,1,1,613785.2905,4445453.669,4304756038,3822011
3,8,2,20,1,1,613788.5083,4445049.456,4304756038,3822011
3,8,2,20,1,1,613791.7262,4444645.243,4304756038,3822011
3,8,2,20,1,1,613791.7244,4444645.235,4304756038,3822011
3,8,2,20,1,1,614198.746,4444650.269,4304756038,3822011
3,8,2,20,1,1,614605.7677,4444655.303,4304756038,3822011
3,8,2,20,1,1,615012.7893,4444660.338,4304756038,3822011
3,8,2,20,1,1,615419.811,4444665.372,4304756038,3822011
3,8,2,20,1,1,615419.811,4444665.372,4304756038,3822011
3,8,2,20,1,1,615422.7722,4445067.732,4304756038,3822011
3,8,2,20,1,1,615425.7334,4445470.092,4304756038,3822011
3,8,2,20,1,1,615406.8822,4445874.667,4304756038,3822011
3,8,2,20,1,1,615388.0309,4446279.241,4304756038,3822011
3,8,2,20,1,1,615388.0309,4446279.241,4304756038,3822011
3,8,2,20,1,1,614982.3771,4446274.277,4304756038,3822011
3,8,2,20,1,1,614576.7232,4446269.313,4304756038,3822011
3,8,2,20,1,1,614175.6875,4446268.096,4304756038,3822011
3,8,2,20,1,1,613774.6518,4446266.879,4304756038,3822011
3,8,2,20,1,1,613774.6518,4446266.879,4304756038,3822011
3,8,2,20,1,1,613780.0808,4445854.758,4304756038,3822011
3,8,2,20,1,1,613785.2905,4445453.669,4304756038,3822011
3,8,2,20,1,1,613788.5083,4445049.456,4304756038,3822011
3,8,2,20,1,1,613791.7262,4444645.243,4304756038,3822011
3,8,2,20,1,1,613791.7244,4444645.235,4304756645,3822011
3,8,2,20,1,1,614198.746,4444650.269,4304756645,3822011
3,8,2,20,1,1,614605.7677,4444655.303,4304756645,3822011
3,8,2,20,1,1,615012.7893,4444660.338,4304756645,3822011
3,8,2,20,1,1,615419.811,4444665.372,4304756645,3822011
3,8,2,20,1,1,615419.811,4444665.372,4304756645,3822011
3,8,2,20,1,1,615422.7722,4445067.732,4304756645,3822011
3,8,2,20,1,1,615425.7334,4445470.092,4304756645,3822011
3,8,2,20,1,1,615406.8822,4445874.667,4304756645,3822011
3,8,2,20,1,1,615388.0309,4446279.241,4304756645,3822011
3,8,2,20,1,1,615388.0309,4446279.241,4304756645,3822011
3,8,2,20,1,1,614982.3771,4446274.277,4304756645,3822011
3,8,2,20,1,1,614576.7232,4446269.313,4304756645,3822011
3,8,2,20,1,1,614175.6875,4446268.096,4304756645,3822011
3,8,2,20,1,1,613774.6518,4446266.879,4304756645,3822011
3,8,2,20,1,1,613774.6518,4446266.879,4304756645,3822011
3,8,2,20,1,1,613780.0808,4445854.758,4304756645,3822011
3,8,2,20,1,1,613785.2905,4445453.669,4304756645,3822011
3,8,2,20,1,1,613788.5083,4445049.456,4304756645,3822011
3,8,2,20,1,1,613791.7262,4444645.243,4304756645,3822011
26,3,2,4,2,2,558543.6924,4448487.952,4304756645,2632422
26,3,2,4,2,2,558949.3263,4448489.887,4304756645,2632422
26,3,2,4,2,2,559354.9602,4448491.822,4304756645,2632422
26,3,2,4,2,2,559756.1599,4448506.052,4304756645,2632422
26,3,2,4,2,2,560157.3597,4448520.283,4304756645,2632422
26,3,2,4,2,2,560157.3597,4448520.283,4304756645,2632422
26,3,2,4,2,2,560138.8046,4448922.19,4304756645,2632422
26,3,2,4,2,2,560120.2495,4449324.098,4304756645,2632422
26,3,2,4,2,2,560104.3676,4449724.901,4304756645,2632422
26,3,2,4,2,2,560103.3499,4450126.29,4304756645,2632422
26,3,2,4,2,2,560103.3499,4450126.29,4304756645,2632422
26,3,2,4,2,2,559699.9926,4450127.804,4304756645,2632422
26,3,2,4,2,2,559296.6353,4450129.318,4304756645,2632422
26,3,2,4,2,2,558893.278,4450130.831,4304756645,2632422
26,3,2,4,2,2,558489.9207,4450132.345,4304756645,2632422
26,3,2,4,2,2,558489.9207,4450132.345,4304756645,2632422
26,3,2,4,2,2,558489.3513,4449732.832,4304756645,2632422
26,3,2,4,2,2,558488.7818,4449333.319,4304756645,2632422
26,3,2,4,2,2,558488.5209,4448931.738,4304756645,2632422
26,3,2,4,2,2,558543.6924,4448487.952,4304756645,2632422
25,3,2,5,2,2,550373.6249,4448349.443,43013541050,2532522
25,3,2,5,2,2,550775.1714,4448349.656,43013541050,2532522
25,3,2,5,2,2,551176.7485,4448349.809,43013541050,2532522
25,3,2,5,2,2,551578.3255,4448349.963,43013541050,2532522
25,3,2,5,2,2,551984.0629,4448356.065,43013541050,2532522
25,3,2,5,2,2,551984.0629,4448356.065,43013541050,2532522
25,3,2,5,2,2,551984.0629,4448356.065,43013541050,2532522
25,3,2,5,2,2,551985.5706,4449159.645,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551180.9284,4449963.015,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.0656,4449154.373,43013541050,2532522
25,3,2,5,2,2,550373.1524,4448349.442,43013541050,2532522
25,3,2,5,2,2,550373.1524,4448349.442,43013541050,2532522
25,3,2,5,2,2,550373.6249,4448349.443,43013541050,2532522
25,3,2,5,2,2,550775.1714,4448349.656,43013541050,2532522
25,3,2,5,2,2,551176.7485,4448349.809,43013541050,2532522
25,3,2,5,2,2,551578.3255,4448349.963,43013541050,2532522
25,3,2,5,2,2,551984.0629,4448356.065,43013541050,2532522
25,3,2,5,2,2,551984.0629,4448356.065,43013541050,2532522
25,3,2,5,2,2,551984.0629,4448356.065,43013541050,2532522
25,3,2,5,2,2,551985.5706,4449159.645,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551986.8384,4449966.754,43013541050,2532522
25,3,2,5,2,2,551180.9284,4449963.015,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.9787,4449959.303,43013541050,2532522
25,3,2,5,2,2,550374.0656,4449154.373,43013541050,2532522
25,3,2,5,2,2,550373.1524,4448349.442,43013541050,2532522
25,3,2,5,2,2,550373.1524,4448349.442,43013541050,2532522
35,3,2,2,2,2,577816.809,4447207.989,4304756645,3532222
35,3,2,2,2,2,578219.6873,4447208.454,4304756645,3532222
35,3,2,2,2,2,578622.5655,4447208.919,4304756645,3532222
35,3,2,2,2,2,579028.5858,4447206.836,4304756645,3532222
35,3,2,2,2,2,579434.6061,4447204.753,4304756645,3532222
35,3,2,2,2,2,579434.6061,4447204.753,4304756645,3532222
35,3,2,2,2,2,579433.1688,4447607.01,4304756645,3532222
35,3,2,2,2,2,579431.7315,4448009.266,4304756645,3532222
35,3,2,2,2,2,579430.2942,4448411.523,4304756645,3532222
35,3,2,2,2,2,579428.8569,4448813.779,4304756645,3532222
35,3,2,2,2,2,579428.8569,4448813.779,4304756645,3532222
35,3,2,2,2,2,579025.6853,4448812.321,4304756645,3532222
35,3,2,2,2,2,578621.5261,4448810.887,4304756645,3532222
35,3,2,2,2,2,578220.1617,4448806.67,4304756645,3532222
35,3,2,2,2,2,577818.7973,4448802.453,4304756645,3532222
35,3,2,2,2,2,577818.7973,4448802.453,4304756645,3532222
35,3,2,2,2,2,577818.9323,4448392.921,4304756645,3532222
35,3,2,2,2,2,577819.18,4448008.717,4304756645,3532222
35,3,2,2,2,2,577817.9941,4447608.354,4304756645,3532222
35,3,2,2,2,2,577816.8081,4447207.99,4304756645,3532222
11,2,2,3,2,2,568010.335,4463122.379,43013539000,1122322
11,2,2,3,2,2,568010.335,4463122.379,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569622.3829,4463527.594,43013539000,1122322
11,2,2,3,2,2,569623.8446,4463927.98,43013539000,1122322
11,2,2,3,2,2,569620.7648,4464329.777,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,568012.9547,4464718.372,43013539000,1122322
11,2,2,3,2,2,568012.9547,4464718.372,43013539000,1122322
11,2,2,3,2,2,568012.9547,4464718.372,43013539000,1122322
11,2,2,3,2,2,568012.2567,4464321.758,43013539000,1122322
11,2,2,3,2,2,568011.5317,4463925.138,43013539000,1122322
11,2,2,3,2,2,568010.9324,4463523.756,43013539000,1122322
11,2,2,3,2,2,568010.333,4463122.374,43013539000,1122322
11,2,2,3,2,2,568010.335,4463122.379,43013539000,1122322
11,2,2,3,2,2,568010.335,4463122.379,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569620.894,4463127.196,43013539000,1122322
11,2,2,3,2,2,569622.3829,4463527.594,43013539000,1122322
11,2,2,3,2,2,569623.8446,4463927.98,43013539000,1122322
11,2,2,3,2,2,569620.7648,4464329.777,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,569617.8298,4464717.096,43013539000,1122322
11,2,2,3,2,2,568012.9547,4464718.372,43013539000,1122322
11,2,2,3,2,2,568012.9547,4464718.372,43013539000,1122322
11,2,2,3,2,2,568012.9547,4464718.372,43013539000,1122322
11,2,2,3,2,2,568012.2567,4464321.758,43013539000,1122322
11,2,2,3,2,2,568011.5317,4463925.138,43013539000,1122322
11,2,2,3,2,2,568010.9324,4463523.756,43013539000,1122322
11,2,2,3,2,2,568010.333,4463122.374,43013539000,1122322
13,3,2,5,2,2,550358.0039,4451562.388,4304756645,1332522
13,3,2,5,2,2,550760.252,4451565.021,4304756645,1332522
13,3,2,5,2,2,551162.5002,4451567.654,4304756645,1332522
13,3,2,5,2,2,551564.7483,4451570.286,4304756645,1332522
13,3,2,5,2,2,551966.9964,4451572.919,4304756645,1332522
13,3,2,5,2,2,551966.9964,4451572.919,4304756645,1332522
13,3,2,5,2,2,551966.3282,4451975.959,4304756645,1332522
13,3,2,5,2,2,551965.6599,4452378.998,4304756645,1332522
13,3,2,5,2,2,551964.9943,4452780.43,4304756645,1332522
13,3,2,5,2,2,551964.3287,4453181.861,4304756645,1332522
13,3,2,5,2,2,551964.3287,4453181.861,4304756645,1332522
13,3,2,5,2,2,551560.5388,4453180.299,4304756645,1332522
13,3,2,5,2,2,551156.7489,4453178.737,4304756645,1332522
13,3,2,5,2,2,550752.9584,4453176.926,4304756645,1332522
13,3,2,5,2,2,550349.168,4453175.115,4304756645,1332522
13,3,2,5,2,2,550349.168,4453175.115,4304756645,1332522
13,3,2,5,2,2,550349.7616,4452772.396,4304756645,1332522
13,3,2,5,2,2,550350.3551,4452369.676,4304756645,1332522
13,3,2,5,2,2,550354.1791,4451966.029,4304756645,1332522
13,3,2,5,2,2,550358.0031,4451562.383,4304756645,1332522
1,4,2,4,2,2,560005.6866,4445396.692,4301354175,142422
1,4,2,4,2,2,560005.6866,4445396.692,4301354175,142422
1,4,2,4,2,2,560823.931,4445425.305,4301354175,142422
1,4,2,4,2,2,560823.931,4445425.305,4301354175,142422
1,4,2,4,2,2,561628.5234,4445426.121,4301354175,142422
1,4,2,4,2,2,561628.5234,4445426.121,4301354175,142422
1,4,2,4,2,2,561632.2786,4445827.028,4301354175,142422
1,4,2,4,2,2,561629.6055,4446236.055,4301354175,142422
1,4,2,4,2,2,561624.1211,4446960.26,4301354175,142422
1,4,2,4,2,2,561624.1211,4446960.26,4301354175,142422
1,4,2,4,2,2,561624.1211,4446960.26,4301354175,142422
1,4,2,4,2,2,561624.1211,4446960.26,4301354175,142422
1,4,2,4,2,2,561624.1211,4446960.26,4301354175,142422
1,4,2,4,2,2,560019.9958,4446970.712,4301354175,142422
1,4,2,4,2,2,560019.9958,4446970.712,4301354175,142422
1,4,2,4,2,2,560019.9958,4446970.712,4301354175,142422
1,4,2,4,2,2,560019.9958,4446970.712,4301354175,142422
1,4,2,4,2,2,560005.6733,4445396.01,4301354175,142422
1,4,2,4,2,2,560005.6733,4445396.01,4301354175,142422
1,4,2,4,2,2,560005.6733,4445396.01,4301354175,142422
36,7,2,20,1,1,616954.9618,4446337.812,43047564310,36722011
36,7,2,20,1,1,616954.9618,4446337.812,43047564310,36722011
36,7,2,20,1,1,617764.9978,4446346.464,43047564310,36722011
36,7,2,20,1,1,618575.0388,4446355.21,43047564310,36722011
36,7,2,20,1,1,618575.0388,4446355.21,43047564310,36722011
36,7,2,20,1,1,618575.0388,4446355.21,43047564310,36722011
36,7,2,20,1,1,618568.5843,4446735.122,43047564310,36722011
36,7,2,20,1,1,618561.1303,4447157.469,43047564310,36722011
36,7,2,20,1,1,618555.2029,4447558.826,43047564310,36722011
36,7,2,20,1,1,618553.1976,4447976.61,43047564310,36722011
36,7,2,20,1,1,618553.1976,4447976.61,43047564310,36722011
36,7,2,20,1,1,618553.1976,4447976.61,43047564310,36722011
36,7,2,20,1,1,617767.0849,4447994.259,43047564310,36722011
36,7,2,20,1,1,616981.837,4448012.002,43047564310,36722011
36,7,2,20,1,1,616981.837,4448012.002,43047564310,36722011
36,7,2,20,1,1,616981.837,4448012.002,43047564310,36722011
36,7,2,20,1,1,616975.1817,4447592.876,43047564310,36722011
36,7,2,20,1,1,616968.4756,4447173.747,43047564310,36722011
36,7,2,20,1,1,616961.6969,4446755.662,43047564310,36722011
36,7,2,20,1,1,616954.9626,4446337.812,43047564310,36722011
36,7,2,20,1,1,616954.9618,4446337.812,43047564310,36722011
36,7,2,20,1,1,616954.9618,4446337.812,43047564310,36722011
36,7,2,20,1,1,617764.9978,4446346.464,43047564310,36722011
36,7,2,20,1,1,618575.0388,4446355.21,43047564310,36722011
36,7,2,20,1,1,618575.0388,4446355.21,43047564310,36722011
36,7,2,20,1,1,618575.0388,4446355.21,43047564310,36722011
36,7,2,20,1,1,618568.5843,4446735.122,43047564310,36722011
36,7,2,20,1,1,618561.1303,4447157.469,43047564310,36722011
36,7,2,20,1,1,618555.2029,4447558.826,43047564310,36722011
36,7,2,20,1,1,618553.1976,4447976.61,43047564310,36722011
36,7,2,20,1,1,618553.1976,4447976.61,43047564310,36722011
36,7,2,20,1,1,618553.1976,4447976.61,43047564310,36722011
36,7,2,20,1,1,617767.0849,4447994.259,43047564310,36722011
36,7,2,20,1,1,616981.837,4448012.002,43047564310,36722011
36,7,2,20,1,1,616981.837,4448012.002,43047564310,36722011
36,7,2,20,1,1,616981.837,4448012.002,43047564310,36722011
36,7,2,20,1,1,616975.1817,4447592.876,43047564310,36722011
36,7,2,20,1,1,616968.4756,4447173.747,43047564310,36722011
36,7,2,20,1,1,616961.6969,4446755.662,43047564310,36722011
36,7,2,20,1,1,616954.9626,4446337.812,43047564310,36722011
36,7,2,20,1,1,616954.9618,4446337.812,4304756645,36722011
36,7,2,20,1,1,617359.9798,4446342.138,4304756645,36722011
36,7,2,20,1,1,617764.9978,4446346.464,4304756645,36722011
36,7,2,20,1,1,618170.0183,4446350.837,4304756645,36722011
36,7,2,20,1,1,618575.0388,4446355.21,4304756645,36722011
36,7,2,20,1,1,618575.0388,4446355.21,4304756645,36722011
36,7,2,20,1,1,618568.5843,4446735.122,4304756645,36722011
36,7,2,20,1,1,618561.1303,4447157.469,4304756645,36722011
36,7,2,20,1,1,618555.2029,4447558.826,4304756645,36722011
36,7,2,20,1,1,618553.1976,4447976.61,4304756645,36722011
36,7,2,20,1,1,618553.1976,4447976.61,4304756645,36722011
36,7,2,20,1,1,618160.1412,4447985.435,4304756645,36722011
36,7,2,20,1,1,617767.0849,4447994.259,4304756645,36722011
36,7,2,20,1,1,617374.461,4448003.131,4304756645,36722011
36,7,2,20,1,1,616981.837,4448012.002,4304756645,36722011
36,7,2,20,1,1,616981.837,4448012.002,4304756645,36722011
36,7,2,20,1,1,616975.1817,4447592.876,4304756645,36722011
36,7,2,20,1,1,616968.4756,4447173.747,4304756645,36722011
36,7,2,20,1,1,616961.6969,4446755.662,4304756645,36722011
36,7,2,20,1,1,616954.9626,4446337.812,4304756645,36722011
30,2,2,1,1,2,590532.8563,4458651.404,43047560780,3022112
30,2,2,1,1,2,590532.8563,4458651.404,43047560780,3022112
30,2,2,1,1,2,591343.9841,4458645.977,43047560780,3022112
30,2,2,1,1,2,592145.6227,4458640.928,43047560780,3022112
30,2,2,1,1,2,592145.6227,4458640.928,43047560780,3022112
30,2,2,1,1,2,592145.6227,4458640.928,43047560780,3022112
30,2,2,1,1,2,592145.6227,4458640.928,43047560780,3022112
30,2,2,1,1,2,592139.3366,4459444.262,43047560780,3022112
30,2,2,1,1,2,592148.9793,4460249.141,43047560780,3022112
30,2,2,1,1,2,592148.9793,4460249.141,43047560780,3022112
30,2,2,1,1,2,592148.9793,4460249.141,43047560780,3022112
30,2,2,1,1,2,591744.1248,4460250.484,43047560780,3022112
30,2,2,1,1,2,591339.2734,4460251.826,43047560780,3022112
30,2,2,1,1,2,590526.1065,4460263.165,43047560780,3022112
30,2,2,1,1,2,590526.1065,4460263.165,43047560780,3022112
30,2,2,1,1,2,590526.1065,4460263.165,43047560780,3022112
30,2,2,1,1,2,590526.1065,4460263.165,43047560780,3022112
30,2,2,1,1,2,590526.2978,4459457.646,43047560780,3022112
30,2,2,1,1,2,590532.8557,4458651.553,43047560780,3022112
30,2,2,1,1,2,590532.8557,4458651.553,43047560780,3022112
30,2,2,1,1,2,590532.8563,4458651.404,43047560780,3022112
30,2,2,1,1,2,590532.8563,4458651.404,43047560780,3022112
