Section,Township,Township Direction,Range,Range Direction,Baseline,Easting,Northing,API,Conc
5,8,2,20,1,1,613177.3039,4446068.615,4304756037,5822011
5,8,2,20,1,1,612368.8663,4446065.061,4304756037,5822011
5,8,2,20,1,1,611563.3833,4446057.734,4304756037,5822011
5,8,2,20,1,1,611563.3833,4446057.734,4304756037,5822011
5,8,2,20,1,1,611563.3833,4446057.734,4304756037,5822011
5,8,2,20,1,1,611563.3833,4446057.734,4304756037,5822011
5,8,2,20,1,1,611584.1213,4444448.524,4304756037,5822011
5,8,2,20,1,1,611584.1213,4444448.524,4304756037,5822011
5,8,2,20,1,1,611588.2254,4444482.364,4304756037,5822011
8,2,2,3,2,2,563168.3493,4463110.646,4304756645,822322
8,2,2,3,2,2,563570.7463,4463110.659,4304756645,822322
8,2,2,3,2,2,563974.8839,4463112.158,4304756645,822322
8,2,2,3,2,2,564375.4823,4463109.901,4304756645,822322
8,2,2,3,2,2,564776.0807,4463107.645,4304756645,822322
8,2,2,3,2,2,564776.0807,4463107.645,4304756645,822322
8,2,2,3,2,2,564777.339,4463508.788,4304756645,822322
8,2,2,3,2,2,564778.5973,4463909.932,4304756645,822322
8,2,2,3,2,2,564781.3002,4464309.014,4304756645,822322
8,2,2,3,2,2,564784.0032,4464708.097,4304756645,822322
8,2,2,3,2,2,564784.0032,4464708.097,4304756645,822322
8,2,2,3,2,2,564382.9208,4464708.937,4304756645,822322
8,2,2,3,2,2,563981.8384,4464709.777,4304756645,822322
8,2,2,3,2,2,563580.756,4464710.617,4304756645,822322
8,2,2,3,2,2,563179.6736,4464711.457,4304756645,822322
8,2,2,3,2,2,563179.6736,4464711.457,4304756645,822322
8,2,2,3,2,2,563177.8465,4464312.648,4304756645,822322
8,2,2,3,2,2,563176.0193,4463913.84,4304756645,822322
8,2,2,3,2,2,563172.1875,4463512.242,4304756645,822322
8,2,2,3,2,2,563168.3557,4463110.643,4304756645,822322
27,7,2,22,1,1,633185.8602,4448403.043,4304756645,27722211
27,7,2,22,1,1,633587.6425,4448403.635,4304756645,27722211
27,7,2,22,1,1,633989.4249,4448404.227,4304756645,27722211
27,7,2,22,1,1,634391.2576,4448404.79,4304756645,27722211
27,7,2,22,1,1,634793.0903,4448405.353,4304756645,27722211
27,7,2,22,1,1,634793.0903,4448405.353,4304756645,27722211
27,7,2,22,1,1,634792.6494,4448807.749,4304756645,27722211
27,7,2,22,1,1,634792.2085,4449210.144,4304756645,27722211
27,7,2,22,1,1,634791.7325,4449612.504,4304756645,27722211
27,7,2,22,1,1,634791.2565,4450014.864,4304756645,27722211
27,7,2,22,1,1,634791.2565,4450014.864,4304756645,27722211
27,7,2,22,1,1,634389.7758,4450014.338,4304756645,27722211
27,7,2,22,1,1,633988.2951,4450013.813,4304756645,27722211
27,7,2,22,1,1,633586.8129,4450013.338,4304756645,27722211
27,7,2,22,1,1,633185.3306,4450012.863,4304756645,27722211
27,7,2,22,1,1,633185.3306,4450012.863,4304756645,27722211
27,7,2,22,1,1,633185.4203,4449610.378,4304756645,27722211
27,7,2,22,1,1,633185.5101,4449207.892,4304756645,27722211
27,7,2,22,1,1,633185.6994,4448805.467,4304756645,27722211
27,7,2,22,1,1,633185.8886,4448403.041,4304756645,27722211
17,3,2,1,1,2,592211.869,4452182.728,4304756645,1732112
17,3,2,1,1,2,592211.869,4452182.728,4304756645,1732112
17,3,2,1,1,2,593015.9954,4452182.615,4304756645,1732112
17,3,2,1,1,2,593818.9914,4452177.262,4304756645,1732112
17,3,2,1,1,2,593818.9914,4452177.262,4304756645,1732112
17,3,2,1,1,2,593818.9914,4452177.262,4304756645,1732112
17,3,2,1,1,2,593818.9914,4452177.262,4304756645,1732112
17,3,2,1,1,2,593822.5983,4452985.922,4304756645,1732112
17,3,2,1,1,2,593818.4763,4453797.198,4304756645,1732112
17,3,2,1,1,2,593818.4763,4453797.198,4304756645,1732112
17,3,2,1,1,2,593818.4763,4453797.198,4304756645,1732112
17,3,2,1,1,2,593818.4763,4453797.198,4304756645,1732112
17,3,2,1,1,2,593013.9979,4453799.916,4304756645,1732112
17,3,2,1,1,2,592212.2725,4453802.824,4304756645,1732112
17,3,2,1,1,2,592212.2725,4453802.824,4304756645,1732112
17,3,2,1,1,2,592212.2725,4453802.824,4304756645,1732112
17,3,2,1,1,2,592212.2725,4453802.824,4304756645,1732112
17,3,2,1,1,2,592212.8345,4452997.768,4304756645,1732112
17,3,2,1,1,2,592211.8203,4452190.039,4304756645,1732112
17,3,2,1,1,2,592211.869,4452182.728,4304756645,1732112
17,3,2,1,1,2,592214.5135,4452166.423,4304756645,1732112
17,3,2,1,1,2,592214.5135,4452166.423,4304756645,1732112
17,3,2,1,1,2,593018.3453,4452180.707,4304756645,1732112
17,3,2,1,1,2,593821.7171,4452182.417,4304756645,1732112
17,3,2,1,1,2,593821.7171,4452182.417,4304756645,1732112
17,3,2,1,1,2,593821.7171,4452182.417,4304756645,1732112
17,3,2,1,1,2,593821.7171,4452182.417,4304756645,1732112
17,3,2,1,1,2,593810.8257,4452991.048,4304756645,1732112
17,3,2,1,1,2,593792.1522,4453802.126,4304756645,1732112
17,3,2,1,1,2,593792.1522,4453802.126,4304756645,1732112
17,3,2,1,1,2,593792.1522,4453802.126,4304756645,1732112
17,3,2,1,1,2,593792.1522,4453802.126,4304756645,1732112
17,3,2,1,1,2,592987.7024,4453790.429,4304756645,1732112
17,3,2,1,1,2,592186.0503,4453778.99,4304756645,1732112
17,3,2,1,1,2,592186.0503,4453778.99,4304756645,1732112
17,3,2,1,1,2,592186.0503,4453778.99,4304756645,1732112
17,3,2,1,1,2,592186.0503,4453778.99,4304756645,1732112
17,3,2,1,1,2,592201.0543,4452973.775,4304756645,1732112
17,3,2,1,1,2,592214.5163,4452166.423,4304756645,1732112
17,3,2,1,1,2,592214.5163,4452166.423,4304756645,1732112
10,8,2,20,1,1,613793.2037,4443027.586,43047559960,10822011
10,8,2,20,1,1,613793.2037,4443027.586,43047559960,10822011
10,8,2,20,1,1,614603.4303,4443038.841,43047559960,10822011
10,8,2,20,1,1,615413.6568,4443050.096,43047559960,10822011
10,8,2,20,1,1,615413.6568,4443050.096,43047559960,10822011
10,8,2,20,1,1,615413.6568,4443050.096,43047559960,10822011
10,8,2,20,1,1,615413.6568,4443050.096,43047559960,10822011
10,8,2,20,1,1,615422.2599,4443855.929,43047559960,10822011
10,8,2,20,1,1,615430.8699,4444662.414,43047559960,10822011
10,8,2,20,1,1,615430.8699,4444662.414,43047559960,10822011
10,8,2,20,1,1,615430.8699,4444662.414,43047559960,10822011
10,8,2,20,1,1,615430.8699,4444662.414,43047559960,10822011
10,8,2,20,1,1,615430.8699,4444662.414,43047559960,10822011
10,8,2,20,1,1,613802.7833,4444642.278,43047559960,10822011
10,8,2,20,1,1,613802.7833,4444642.278,43047559960,10822011
10,8,2,20,1,1,613802.7833,4444642.278,43047559960,10822011
10,8,2,20,1,1,613802.7833,4444642.278,43047559960,10822011
10,8,2,20,1,1,613814.3254,4443030.445,43047559960,10822011
10,8,2,20,1,1,613814.3254,4443030.445,43047559960,10822011
10,8,2,20,1,1,613793.2037,4443027.586,43047559960,10822011
1,3,2,5,2,2,550330.2328,4454783.626,43013540960,132522
1,3,2,5,2,2,550330.2328,4454783.626,43013540960,132522
1,3,2,5,2,2,551538.4251,4454785.448,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551942.6657,4455588.462,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551136.2616,4456388.912,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550330.39,4455586.71,43013540960,132522
1,3,2,5,2,2,550330.5418,4454783.632,43013540960,132522
1,3,2,5,2,2,550330.5418,4454783.632,43013540960,132522
1,3,2,5,2,2,550330.2328,4454783.626,43013540960,132522
1,3,2,5,2,2,550330.2328,4454783.626,43013540960,132522
1,3,2,5,2,2,551538.4251,4454785.448,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551941.1874,4454786.038,43013540960,132522
1,3,2,5,2,2,551942.6657,4455588.462,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551944.1217,4456389.319,43013540960,132522
1,3,2,5,2,2,551136.2616,4456388.912,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550329.4321,4456389.851,43013540960,132522
1,3,2,5,2,2,550330.39,4455586.71,43013540960,132522
1,3,2,5,2,2,550330.5418,4454783.632,43013540960,132522
1,3,2,5,2,2,550330.5418,4454783.632,43013540960,132522
1,3,2,5,2,2,550330.2112,4454768.386,4304756645,132522
1,3,2,5,2,2,550732.9399,4454768.993,4304756645,132522
1,3,2,5,2,2,551135.6686,4454769.601,4304756645,132522
1,3,2,5,2,2,551538.3974,4454770.208,4304756645,132522
1,3,2,5,2,2,551941.1597,4454770.798,4304756645,132522
1,3,2,5,2,2,551941.1597,4454770.798,4304756645,132522
1,3,2,5,2,2,551941.8988,4455172.01,4304756645,132522
1,3,2,5,2,2,551942.638,4455573.222,4304756645,132522
1,3,2,5,2,2,551943.3798,4455981.271,4304756645,132522
1,3,2,5,2,2,551944.1217,4456389.319,4304756645,132522
1,3,2,5,2,2,551944.1217,4456389.319,4304756645,132522
1,3,2,5,2,2,551540.1916,4456389.116,4304756645,132522
1,3,2,5,2,2,551136.2616,4456388.912,4304756645,132522
1,3,2,5,2,2,550732.8468,4456389.381,4304756645,132522
1,3,2,5,2,2,550329.4321,4456389.851,4304756645,132522
1,3,2,5,2,2,550329.4321,4456389.851,4304756645,132522
1,3,2,5,2,2,550329.9111,4455988.28,4304756645,132522
1,3,2,5,2,2,550330.39,4455586.71,4304756645,132522
1,3,2,5,2,2,550330.4659,4455185.171,4304756645,132522
1,3,2,5,2,2,550330.2112,4454768.386,4304756645,132522
31,2,2,1,2,2,580914.9765,4456906.635,4304756645,3122122
31,2,2,1,2,2,581320.5616,4456906.401,4304756645,3122122
31,2,2,1,2,2,581726.1467,4456906.167,4304756645,3122122
31,2,2,1,2,2,582129.6531,4456908.399,4304756645,3122122
31,2,2,1,2,2,582533.1594,4456910.631,4304756645,3122122
31,2,2,1,2,2,582533.1594,4456910.631,4304756645,3122122
31,2,2,1,2,2,582530.3024,4457312.604,4304756645,3122122
31,2,2,1,2,2,582527.4454,4457714.576,4304756645,3122122
31,2,2,1,2,2,582524.5884,4458116.548,4304756645,3122122
31,2,2,1,2,2,582521.7314,4458518.52,4304756645,3122122
31,2,2,1,2,2,582521.7314,4458518.52,4304756645,3122122
31,2,2,1,2,2,582118.8047,4458517.823,4304756645,3122122
31,2,2,1,2,2,581715.878,4458517.126,4304756645,3122122
31,2,2,1,2,2,581313.7376,4458516.435,4304756645,3122122
31,2,2,1,2,2,580910.4054,4458515.8,4304756645,3122122
31,2,2,1,2,2,580910.4054,4458515.8,4304756645,3122122
31,2,2,1,2,2,580911.5575,4458113.72,4304756645,3122122
31,2,2,1,2,2,580912.7096,4457711.64,4304756645,3122122
31,2,2,1,2,2,580913.8414,4457309.138,4304756645,3122122
31,2,2,1,2,2,580914.9732,4456906.636,4304756645,3122122
18,3,2,1,2,2,580957.4373,4452077.397,43013534320,1832122
18,3,2,1,2,2,580957.4373,4452077.397,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6853,4452495.221,43013534320,1832122
18,3,2,1,2,2,582563.5706,4452903.053,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,581751.1458,4453711.07,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580955.1268,4452883.81,43013534320,1832122
18,3,2,1,2,2,580956.6364,4452480.471,43013534320,1832122
18,3,2,1,2,2,580957.4395,4452077.395,43013534320,1832122
18,3,2,1,2,2,580957.4373,4452077.397,43013534320,1832122
18,3,2,1,2,2,580957.4373,4452077.397,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6696,4452091.352,43013534320,1832122
18,3,2,1,2,2,582563.6853,4452495.221,43013534320,1832122
18,3,2,1,2,2,582563.5706,4452903.053,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,582559.8231,4453714.147,43013534320,1832122
18,3,2,1,2,2,581751.1458,4453711.07,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580953.816,4453690.88,43013534320,1832122
18,3,2,1,2,2,580955.1268,4452883.81,43013534320,1832122
18,3,2,1,2,2,580956.6364,4452480.471,43013534320,1832122
18,3,2,1,2,2,580957.4395,4452077.395,43013534320,1832122
18,3,2,1,2,2,580957.4366,4452077.397,4304756645,1832122
18,3,2,1,2,2,581358.9947,4452080.886,4304756645,1832122
18,3,2,1,2,2,581760.5528,4452084.375,4304756645,1832122
18,3,2,1,2,2,582162.1109,4452087.863,4304756645,1832122
18,3,2,1,2,2,582563.669,4452091.352,4304756645,1832122
18,3,2,1,2,2,582563.669,4452091.352,4304756645,1832122
18,3,2,1,2,2,582563.6198,4452497.203,4304756645,1832122
18,3,2,1,2,2,582563.5706,4452903.053,4304756645,1832122
18,3,2,1,2,2,582561.6968,4453308.6,4304756645,1832122
18,3,2,1,2,2,582559.8231,4453714.147,4304756645,1832122
18,3,2,1,2,2,582559.8231,4453714.147,4304756645,1832122
18,3,2,1,2,2,582155.4844,4453712.609,4304756645,1832122
18,3,2,1,2,2,581751.1458,4453711.07,4304756645,1832122
18,3,2,1,2,2,581353.0561,4453691.66,4304756645,1832122
18,3,2,1,2,2,580953.8176,4453690.882,4304756645,1832122
18,3,2,1,2,2,580953.8176,4453690.882,4304756645,1832122
18,3,2,1,2,2,580947.1989,4453284.726,4304756645,1832122
18,3,2,1,2,2,580955.1262,4452883.815,4304756645,1832122
18,3,2,1,2,2,580956.6358,4452480.476,4304756645,1832122
18,3,2,1,2,2,580957.3491,4452077.4,4304756645,1832122
21,3,2,1,2,2,584208.5208,4450515.03,43013539510,2132122
21,3,2,1,2,2,584208.5208,4450515.03,43013539510,2132122
21,3,2,1,2,2,585003.4601,4450510.54,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585812.6431,4451319.113,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585011.1117,4452124.201,43013539510,2132122
21,3,2,1,2,2,584609.3488,4452123.843,43013539510,2132122
21,3,2,1,2,2,584205.3128,4452123.059,43013539510,2132122
21,3,2,1,2,2,584205.3128,4452123.059,43013539510,2132122
21,3,2,1,2,2,584206.3684,4451720.594,43013539510,2132122
21,3,2,1,2,2,584207.424,4451318.128,43013539510,2132122
21,3,2,1,2,2,584208.4973,4450917.814,43013539510,2132122
21,3,2,1,2,2,584208.5227,4450515.027,43013539510,2132122
21,3,2,1,2,2,584208.5208,4450515.03,43013539510,2132122
21,3,2,1,2,2,584208.5208,4450515.03,43013539510,2132122
21,3,2,1,2,2,585003.4601,4450510.54,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585809.1013,4450504.674,43013539510,2132122
21,3,2,1,2,2,585812.6431,4451319.113,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585816.1395,4452123.101,43013539510,2132122
21,3,2,1,2,2,585011.1117,4452124.201,43013539510,2132122
21,3,2,1,2,2,584609.3488,4452123.843,43013539510,2132122
21,3,2,1,2,2,584205.3128,4452123.059,43013539510,2132122
21,3,2,1,2,2,584205.3128,4452123.059,43013539510,2132122
21,3,2,1,2,2,584206.3684,4451720.594,43013539510,2132122
21,3,2,1,2,2,584207.424,4451318.128,43013539510,2132122
21,3,2,1,2,2,584208.4973,4450917.814,43013539510,2132122
21,3,2,1,2,2,584208.5227,4450515.027,43013539510,2132122
21,3,2,1,2,2,584208.5208,4450515.03,4304756645,2132122
21,3,2,1,2,2,584605.9904,4450512.785,4304756645,2132122
21,3,2,1,2,2,585003.4601,4450510.54,4304756645,2132122
21,3,2,1,2,2,585406.2807,4450507.607,4304756645,2132122
21,3,2,1,2,2,585809.1013,4450504.674,4304756645,2132122
21,3,2,1,2,2,585809.1013,4450504.674,4304756645,2132122
21,3,2,1,2,2,585810.8722,4450911.893,4304756645,2132122
21,3,2,1,2,2,585812.6431,4451319.113,4304756645,2132122
21,3,2,1,2,2,585814.3913,4451721.107,4304756645,2132122
21,3,2,1,2,2,585816.1395,4452123.101,4304756645,2132122
21,3,2,1,2,2,585816.1395,4452123.101,4304756645,2132122
21,3,2,1,2,2,585413.6256,4452123.651,4304756645,2132122
21,3,2,1,2,2,585011.1117,4452124.201,4304756645,2132122
21,3,2,1,2,2,584609.3488,4452123.843,4304756645,2132122
21,3,2,1,2,2,584205.3128,4452123.059,4304756645,2132122
21,3,2,1,2,2,584205.3128,4452123.059,4304756645,2132122
21,3,2,1,2,2,584206.3684,4451720.594,4304756645,2132122
21,3,2,1,2,2,584207.424,4451318.128,4304756645,2132122
21,3,2,1,2,2,584208.4973,4450917.814,4304756645,2132122
21,3,2,1,2,2,584208.5227,4450515.027,4304756645,2132122
31,3,2,2,1,2,600321.6966,4447452.415,4304756485,3132212
31,3,2,2,1,2,600729.063,4447448.07,4304756485,3132212
31,3,2,2,1,2,601132.1799,4447443.16,4304756485,3132212
31,3,2,2,1,2,601535.6078,4447439.399,4304756485,3132212
31,3,2,2,1,2,601940.5065,4447435.169,4304756485,3132212
31,3,2,2,1,2,601940.5065,4447435.169,4304756485,3132212
31,3,2,2,1,2,601939.6577,4447838.561,4304756485,3132212
31,3,2,2,1,2,601940.3743,4448241.314,4304756485,3132212
31,3,2,2,1,2,601943.3332,4448644.426,4304756485,3132212
31,3,2,2,1,2,601944.3107,4449047.657,4304756485,3132212
31,3,2,2,1,2,601944.3107,4449047.657,4304756485,3132212
31,3,2,2,1,2,601540.6119,4449049.823,4304756485,3132212
31,3,2,2,1,2,601139.1702,4449056.712,4304756485,3132212
31,3,2,2,1,2,600737.7284,4449063.6,4304756485,3132212
31,3,2,2,1,2,600327.0526,4449070.647,4304756485,3132212
31,3,2,2,1,2,600327.0526,4449070.647,4304756485,3132212
31,3,2,2,1,2,600320.7884,4448661.922,4304756485,3132212
31,3,2,2,1,2,600321.3299,4448258.708,4304756485,3132212
31,3,2,2,1,2,600323.0884,4447854.791,4304756485,3132212
31,3,2,2,1,2,600321.7308,4447452.442,4304756485,3132212
31,3,2,2,1,2,600321.6966,4447452.415,4304756485,3132212
31,3,2,2,1,2,600729.063,4447448.07,4304756485,3132212
31,3,2,2,1,2,601132.1799,4447443.16,4304756485,3132212
31,3,2,2,1,2,601535.6078,4447439.399,4304756485,3132212
31,3,2,2,1,2,601940.5065,4447435.169,4304756485,3132212
31,3,2,2,1,2,601940.5065,4447435.169,4304756485,3132212
31,3,2,2,1,2,601939.6577,4447838.561,4304756485,3132212
31,3,2,2,1,2,601940.3743,4448241.314,4304756485,3132212
31,3,2,2,1,2,601943.3332,4448644.426,4304756485,3132212
31,3,2,2,1,2,601944.3107,4449047.657,4304756485,3132212
31,3,2,2,1,2,601944.3107,4449047.657,4304756485,3132212
31,3,2,2,1,2,601540.6119,4449049.823,4304756485,3132212
31,3,2,2,1,2,601139.1702,4449056.712,4304756485,3132212
31,3,2,2,1,2,600737.7284,4449063.6,4304756485,3132212
31,3,2,2,1,2,600327.0526,4449070.647,4304756485,3132212
31,3,2,2,1,2,600327.0526,4449070.647,4304756485,3132212
31,3,2,2,1,2,600320.7884,4448661.922,4304756485,3132212
31,3,2,2,1,2,600321.3299,4448258.708,4304756485,3132212
31,3,2,2,1,2,600323.0884,4447854.791,4304756485,3132212
31,3,2,2,1,2,600321.7308,4447452.442,4304756485,3132212
31,3,2,2,1,2,600321.6966,4447452.415,4304756645,3132212
31,3,2,2,1,2,600729.063,4447448.07,4304756645,3132212
31,3,2,2,1,2,601132.1799,4447443.16,4304756645,3132212
31,3,2,2,1,2,601535.6078,4447439.399,4304756645,3132212
31,3,2,2,1,2,601940.5065,4447435.169,4304756645,3132212
31,3,2,2,1,2,601940.5065,4447435.169,4304756645,3132212
31,3,2,2,1,2,601939.6577,4447838.561,4304756645,3132212
31,3,2,2,1,2,601940.3743,4448241.314,4304756645,3132212
31,3,2,2,1,2,601943.3332,4448644.426,4304756645,3132212
31,3,2,2,1,2,601944.3107,4449047.657,4304756645,3132212
31,3,2,2,1,2,601944.3107,4449047.657,4304756645,3132212
31,3,2,2,1,2,601540.6119,4449049.823,4304756645,3132212
31,3,2,2,1,2,601139.1702,4449056.712,4304756645,3132212
31,3,2,2,1,2,600737.7284,4449063.6,4304756645,3132212
31,3,2,2,1,2,600327.0526,4449070.647,4304756645,3132212
31,3,2,2,1,2,600327.0526,4449070.647,4304756645,3132212
31,3,2,2,1,2,600320.7884,4448661.922,4304756645,3132212
31,3,2,2,1,2,600321.3299,4448258.708,4304756645,3132212
31,3,2,2,1,2,600323.0884,4447854.791,4304756645,3132212
31,3,2,2,1,2,600321.7308,4447452.442,4304756645,3132212
19,2,2,1,1,2,590521.9094,4460253.488,4304756645,1922112
19,2,2,1,1,2,590920.3357,4460247.932,4304756645,1922112
19,2,2,1,1,2,591319.5605,4460242.365,4304756645,1922112
19,2,2,1,1,2,591724.0583,4460241.024,4304756645,1922112
19,2,2,1,1,2,592127.6997,4460239.686,4304756645,1922112
19,2,2,1,1,2,592127.6997,4460239.686,4304756645,1922112
19,2,2,1,1,2,592125.9439,4460641.204,4304756645,1922112
19,2,2,1,1,2,592124.0919,4461044.142,4304756645,1922112
19,2,2,1,1,2,592124.0333,4461447.447,4304756645,1922112
19,2,2,1,1,2,592123.1026,4461849.883,4304756645,1922112
19,2,2,1,1,2,592123.1026,4461849.883,4304756645,1922112
19,2,2,1,1,2,591721.7056,4461854.038,4304756645,1922112
19,2,2,1,1,2,591318.4097,4461858.212,4304756645,1922112
19,2,2,1,1,2,590918.2817,4461862.009,4304756645,1922112
19,2,2,1,1,2,590518.1537,4461865.805,4304756645,1922112
19,2,2,1,1,2,590518.1537,4461865.805,4304756645,1922112
19,2,2,1,1,2,590518.931,4461461.943,4304756645,1922112
19,2,2,1,1,2,590519.7083,4461058.081,4304756645,1922112
19,2,2,1,1,2,590521.2831,4460655.577,4304756645,1922112
19,2,2,1,1,2,590522.8563,4460253.479,4304756645,1922112
20,2,2,3,2,2,563202.5974,4459887.961,4301353924,2022322
20,2,2,3,2,2,563601.8846,4459888.089,4301353924,2022322
20,2,2,3,2,2,564001.1718,4459888.217,4301353924,2022322
20,2,2,3,2,2,564400.4591,4459888.345,4301353924,2022322
20,2,2,3,2,2,564799.7463,4459888.472,4301353924,2022322
20,2,2,3,2,2,564799.7463,4459888.472,4301353924,2022322
20,2,2,3,2,2,564801.8134,4460291.477,4301353924,2022322
20,2,2,3,2,2,564803.8806,4460694.483,4301353924,2022322
20,2,2,3,2,2,564805.9478,4461097.488,4301353924,2022322
20,2,2,3,2,2,564808.0149,4461500.493,4301353924,2022322
20,2,2,3,2,2,564808.0149,4461500.493,4301353924,2022322
20,2,2,3,2,2,564406.334,4461501.122,4301353924,2022322
20,2,2,3,2,2,564004.653,4461501.751,4301353924,2022322
20,2,2,3,2,2,563602.9721,4461502.38,4301353924,2022322
20,2,2,3,2,2,563201.2911,4461503.009,4301353924,2022322
20,2,2,3,2,2,563201.2911,4461503.009,4301353924,2022322
20,2,2,3,2,2,563201.618,4461099.248,4301353924,2022322
20,2,2,3,2,2,563201.9449,4460695.487,4301353924,2022322
20,2,2,3,2,2,563202.2718,4460291.726,4301353924,2022322
20,2,2,3,2,2,563202.5987,4459887.965,4301353924,2022322
20,2,2,3,2,2,563202.5974,4459887.961,4301353924,2022322
20,2,2,3,2,2,563601.8846,4459888.089,4301353924,2022322
20,2,2,3,2,2,564001.1718,4459888.217,4301353924,2022322
20,2,2,3,2,2,564400.4591,4459888.345,4301353924,2022322
20,2,2,3,2,2,564799.7463,4459888.472,4301353924,2022322
20,2,2,3,2,2,564799.7463,4459888.472,4301353924,2022322
20,2,2,3,2,2,564801.8134,4460291.477,4301353924,2022322
20,2,2,3,2,2,564803.8806,4460694.483,4301353924,2022322
20,2,2,3,2,2,564805.9478,4461097.488,4301353924,2022322
20,2,2,3,2,2,564808.0149,4461500.493,4301353924,2022322
20,2,2,3,2,2,564808.0149,4461500.493,4301353924,2022322
20,2,2,3,2,2,564406.334,4461501.122,4301353924,2022322
20,2,2,3,2,2,564004.653,4461501.751,4301353924,2022322
20,2,2,3,2,2,563602.9721,4461502.38,4301353924,2022322
20,2,2,3,2,2,563201.2911,4461503.009,4301353924,2022322
20,2,2,3,2,2,563201.2911,4461503.009,4301353924,2022322
20,2,2,3,2,2,563201.618,4461099.248,4301353924,2022322
